t_ms,apps1_pct,apps2_pct,pedal_pct,desired_torque_nm,power_kw,speed_mph,glv_voltage_v,inverter_temp_c,motor_temp_c,soc_pct,battery_temp_c,bms_flags_hex,bms_fault_code,imd_warn_alarms_hex,pm100_post_faults_hex,pm100_run_faults_hex,fan_duty_pct,rtd_state
3529,4.0,5.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0x00,0,0x0000,0x00000000,0x00000000,20,FAULT_BLOCKED
3629,4.0,5.5,0.0,0.0,0.0,0,12.77,32.0,39.1,0,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
3729,3.9,5.5,0.0,0.0,0.0,0,12.76,32.0,38.7,0,0,0x00,0,0x0000,0x00000000,0x00000800,93,FAULT_BLOCKED
3829,3.9,5.5,0.0,0.0,0.0,0,12.74,32.1,38.9,50,0,0x00,0,0x0000,0x00000000,0x00000800,94,FAULT_BLOCKED
3929,4.0,5.5,0.0,0.0,0.0,0,12.75,32.1,38.9,50,0,0x00,0,0x0000,0x00000000,0x00000800,94,FAULT_BLOCKED
4029,3.9,5.5,0.0,0.0,0.0,0,12.74,32.1,38.6,50,0,0x00,0,0x0000,0x00000000,0x00000800,93,FAULT_BLOCKED
4129,3.9,5.5,0.0,0.0,0.0,0,12.74,32.0,38.9,50,0,0x00,0,0x0000,0x00000000,0x00000800,94,FAULT_BLOCKED
4229,3.9,5.5,0.0,0.0,0.0,0,12.78,32.1,38.5,50,0,0x00,0,0x0000,0x00000000,0x00000800,92,FAULT_BLOCKED
4329,3.9,5.5,0.0,0.0,0.0,0,12.74,32.1,38.6,50,0,0x00,0,0x0000,0x00000000,0x00000800,93,FAULT_BLOCKED
4429,3.9,5.5,0.0,0.0,0.0,0,12.74,32.1,38.9,50,0,0x00,0,0x0000,0x00000000,0x00000800,94,FAULT_BLOCKED
4529,3.9,5.5,0.0,0.0,0.0,0,12.75,32.1,38.9,50,0,0x00,0,0x0000,0x00000000,0x00000800,94,FAULT_BLOCKED
4629,4.0,5.5,0.0,0.0,0.0,0,12.74,32.1,38.7,50,0,0x00,0,0x0000,0x00000000,0x00000800,93,FAULT_BLOCKED
4729,4.0,5.5,0.0,0.0,0.0,0,12.74,32.1,38.9,50,0,0x00,0,0x0000,0x00000000,0x00000800,94,FAULT_BLOCKED
4829,3.9,5.6,0.0,0.0,0.0,0,12.75,32.1,39.0,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
4929,3.9,5.5,0.0,0.0,0.0,0,12.75,32.1,39.0,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
5029,3.9,5.5,0.0,0.0,0.0,0,12.75,32.1,38.7,50,0,0x00,0,0x0000,0x00000000,0x00000800,93,FAULT_BLOCKED
5129,4.0,5.6,0.0,0.0,0.0,0,12.73,32.1,39.1,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
5229,3.9,5.5,0.0,0.0,0.0,0,12.77,32.1,39.1,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
5329,4.0,5.5,0.0,0.0,0.0,0,12.75,32.1,38.9,50,0,0x00,0,0x0000,0x00000000,0x00000800,94,FAULT_BLOCKED
5429,3.9,5.5,0.0,0.0,0.0,0,12.76,32.1,39.0,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
5529,3.9,5.5,0.0,0.0,0.0,0,12.74,32.1,39.1,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
5629,4.0,5.5,0.0,0.0,0.0,0,12.73,32.1,39.0,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
5729,4.0,5.5,0.0,0.0,0.0,0,12.74,32.0,39.1,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
5829,3.9,5.5,0.0,0.0,0.0,0,12.76,32.1,39.1,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
5929,3.9,5.5,0.0,0.0,0.0,0,12.75,32.0,38.9,50,0,0x00,0,0x0000,0x00000000,0x00000800,94,FAULT_BLOCKED
6029,3.9,5.5,0.0,0.0,0.0,0,12.74,32.1,38.9,50,0,0x00,0,0x0000,0x00000000,0x00000800,94,FAULT_BLOCKED
6129,3.9,5.5,0.0,0.0,0.0,0,12.74,32.1,39.1,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
6229,4.0,5.5,0.0,0.0,0.0,0,12.75,32.1,39.1,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
6329,3.9,5.5,0.0,0.0,0.0,0,12.68,32.1,39.1,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
6430,3.9,5.5,0.0,0.0,0.0,0,12.75,32.1,38.7,50,0,0x00,0,0x0000,0x00000000,0x00000800,93,FAULT_BLOCKED
6530,4.0,5.5,0.0,0.0,0.0,0,12.75,32.1,38.6,50,0,0x00,0,0x0000,0x00000000,0x00000800,93,FAULT_BLOCKED
6630,3.9,5.5,0.0,0.0,0.0,0,12.74,32.1,38.6,50,0,0x00,0,0x0000,0x00000000,0x00000800,93,FAULT_BLOCKED
6730,4.0,5.5,0.0,0.0,0.0,0,12.75,32.1,39.0,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
6830,4.0,5.5,0.0,0.0,0.0,0,12.75,32.1,39.0,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
6930,3.9,5.5,0.0,0.0,0.0,0,12.76,32.1,39.1,50,0,0x00,0,0x0000,0x00000000,0x00000800,95,FAULT_BLOCKED
