t_ms,apps1_pct,apps2_pct,pedal_pct,desired_torque_nm,power_kw,speed_mph,glv_voltage_v,inverter_temp_c,motor_temp_c,soc_pct,battery_temp_c,bms_flags_hex,bms_fault_code,imd_warn_alarms_hex,pm100_post_faults_hex,pm100_run_faults_hex,fan_duty_pct,rtd_state
3272,10.6,6.8,1.8,2.2,0.0,0,0.0,0.0,0.0,0,0,0x00,0,0x0000,0x00000000,0x00000000,20,FAULT_BLOCKED
3372,10.5,6.8,1.8,2.2,0.0,0,0.0,0.0,0.0,0,0,0x00,0,0x0200,0x00000000,0x00000000,20,FAULT_BLOCKED
3472,12.7,4.7,1.8,2.2,0.0,0,12.52,33.4,44.0,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
3572,12.7,4.7,1.9,2.2,0.0,0,12.12,33.4,43.6,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
3672,12.4,5.0,1.8,2.2,0.0,0,12.17,33.4,44.3,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
3772,12.4,5.1,1.8,2.2,0.0,0,12.24,33.3,43.7,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
3872,12.1,5.3,1.8,2.2,0.0,0,12.23,33.3,43.7,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
3972,12.0,5.4,1.8,2.2,0.0,0,12.23,33.3,43.9,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4072,11.8,5.6,1.8,2.2,0.0,0,12.31,33.3,44.0,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4172,11.9,5.5,1.8,2.2,0.0,0,12.33,33.2,43.9,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4272,11.9,5.5,1.8,2.2,0.0,0,12.32,33.2,43.9,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4372,11.8,5.5,1.8,2.2,0.0,0,12.35,33.2,43.5,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4472,11.8,5.6,1.8,2.2,0.0,0,12.34,33.1,43.5,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4572,11.7,5.6,1.8,2.1,0.0,0,12.21,33.1,43.6,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4672,11.7,5.7,1.8,2.2,0.0,0,12.39,33.1,43.6,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4772,11.8,5.6,1.8,2.2,0.0,0,12.48,33.0,43.3,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4872,11.7,5.7,1.8,2.2,0.0,0,12.28,33.0,43.3,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
4972,11.7,5.6,1.8,2.2,0.0,0,12.28,32.9,43.9,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5072,11.6,5.7,1.8,2.1,0.0,0,12.37,32.9,43.9,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5172,11.7,5.7,1.8,2.2,0.0,0,12.36,32.9,43.3,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5272,11.7,5.7,1.8,2.2,0.0,0,12.35,32.8,43.2,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5372,11.7,5.7,1.8,2.2,0.0,0,12.4,32.8,43.3,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5472,11.7,5.7,1.8,2.2,0.0,0,12.56,32.8,43.3,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5572,11.7,5.6,1.8,2.2,0.0,0,12.55,32.8,43.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5672,11.7,5.7,1.8,2.2,0.0,0,12.34,32.8,43.5,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5772,11.6,5.8,1.8,2.2,0.0,0,12.33,32.7,43.5,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5872,11.7,5.7,1.8,2.2,0.0,0,12.47,32.6,43.2,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5972,11.6,5.8,1.8,2.2,0.0,0,12.46,32.6,43.5,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6072,11.7,5.7,1.8,2.2,0.0,0,12.37,32.6,43.5,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6172,11.7,5.7,1.8,2.2,0.0,0,12.36,32.6,43.2,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6272,11.7,5.7,1.8,2.2,0.0,0,12.32,32.5,43.2,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6372,11.7,5.7,1.8,2.2,0.0,0,12.35,32.5,43.2,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6472,11.7,5.7,1.8,2.2,0.0,0,12.32,32.5,43.2,50,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6572,11.7,5.7,1.8,2.2,0.0,0,12.27,32.5,43.2,50,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6672,11.6,5.8,1.8,2.2,0.0,0,12.34,32.4,42.8,50,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6772,11.6,5.7,1.8,2.2,0.0,0,12.35,32.5,43.1,50,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6872,11.7,5.7,1.8,2.2,0.0,0,12.46,32.4,42.9,50,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6972,11.7,5.7,1.8,2.2,0.0,0,12.38,32.5,42.9,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
7072,11.8,5.7,1.9,2.2,0.0,0,12.38,32.5,43.2,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
7172,11.8,5.6,1.8,2.2,0.0,0,12.39,32.4,42.9,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
7272,11.6,5.7,1.8,2.2,0.0,0,12.34,32.5,42.9,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
7372,11.8,5.6,1.8,2.2,0.0,0,12.35,32.4,43.1,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
7472,11.7,5.7,1.8,2.2,0.0,0,12.26,32.4,42.8,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
7572,11.6,5.8,1.8,2.2,0.0,0,12.32,32.5,43.1,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
7672,11.7,5.7,1.8,2.2,0.0,0,12.56,32.5,42.9,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
7772,11.7,5.7,1.8,2.2,0.0,0,12.35,32.5,42.9,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
7872,11.7,5.8,1.8,2.2,0.0,0,12.35,32.5,42.9,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
7972,11.7,5.7,1.8,2.2,0.0,0,12.47,32.5,42.8,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
8072,11.8,5.6,1.8,2.2,0.0,0,12.39,32.5,42.8,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
8172,11.7,5.7,1.8,2.2,0.0,0,12.27,32.5,42.7,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
8272,11.6,5.7,1.8,2.2,0.0,0,12.27,32.5,42.7,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
8372,11.8,5.6,1.8,2.2,0.0,0,12.27,32.5,42.9,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
8472,11.7,5.7,1.8,2.2,0.0,0,12.35,32.5,43.1,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
8572,11.8,5.7,1.9,2.2,0.0,0,12.34,32.5,43.1,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
8672,11.8,5.6,1.8,2.2,0.0,0,12.35,32.5,42.7,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
8772,11.7,5.7,1.8,2.2,0.0,0,12.33,32.5,42.8,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
8872,11.6,5.8,1.8,2.2,0.0,0,12.34,32.5,42.5,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
8972,11.7,5.7,1.8,2.2,0.0,0,12.27,32.5,43.1,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
9072,11.6,5.7,1.8,2.2,0.0,0,12.33,32.5,42.8,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
9172,11.7,5.7,1.8,2.2,0.0,0,12.35,32.5,42.8,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
9272,11.7,5.7,1.9,2.2,0.0,0,12.36,32.5,42.5,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
9372,11.8,5.6,1.8,2.2,0.0,0,12.35,32.5,43.1,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
9472,11.6,5.7,1.8,2.2,0.0,0,12.36,32.5,42.5,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
9572,11.8,5.6,1.8,2.2,0.0,0,12.3,32.5,42.5,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
9672,11.8,5.4,1.7,2.0,0.0,0,12.54,32.5,42.4,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
9772,11.7,5.4,1.7,2.0,0.0,0,12.35,32.5,42.5,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
9872,11.8,5.2,1.6,2.0,0.0,0,12.35,32.5,42.7,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
9972,11.7,5.3,1.6,1.9,0.0,0,12.34,32.5,42.7,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
10072,11.6,5.3,1.6,1.9,0.0,0,12.36,32.6,42.7,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
10172,11.7,5.2,1.6,1.9,0.0,0,12.31,32.5,42.7,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
10272,11.7,5.2,1.6,1.9,0.0,0,12.28,32.5,42.3,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
10372,11.7,5.2,1.6,1.9,0.0,0,12.34,32.5,42.4,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
10472,11.6,5.2,1.5,1.8,0.0,0,12.4,32.6,42.8,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
10572,11.8,5.1,1.5,1.9,0.0,0,12.35,32.6,42.7,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
10673,11.6,5.2,1.5,1.8,0.0,0,12.51,32.6,42.9,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
10773,11.7,5.1,1.5,1.8,0.0,0,12.53,32.6,42.5,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
10873,11.8,5.1,1.5,1.8,0.0,0,12.54,32.6,42.5,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
10973,11.6,5.1,1.5,1.8,0.0,0,12.32,32.6,42.5,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
11073,11.7,5.1,1.5,1.8,0.0,0,12.39,32.6,42.8,34,36,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
