t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
3277,0,0,0,-1000,-1000,-1000,65535,0,0,0,0
4277,0,0,0,-1000,-1000,-1000,4165,252,0,0,1
5277,0,0,0,-1000,-1000,-1000,7690,252,0,0,1
6277,0,0,0,-1000,-1000,-1000,9809,252,0,0,1
7277,3727,3750,3744,-1000,-1000,-1000,11153,252,1,0,1
8277,3727,3750,3744,35,37,36,11931,252,1,1,1
9277,3727,3750,3744,35,37,36,12395,252,1,1,1
10277,3727,3750,3744,35,37,36,12846,252,1,1,1
11277,3727,3750,3744,35,37,36,12685,252,1,1,1
12277,3727,3750,3744,35,37,36,16698,253,1,1,1
13277,3727,3750,3744,35,37,36,16698,253,1,1,1
14277,3727,3750,3744,35,37,36,16698,253,1,1,1
15277,3727,3750,3744,35,37,36,16698,253,1,1,1
16277,3727,3750,3744,35,37,36,16698,253,1,1,1
17277,3727,3750,3744,35,37,36,16698,253,1,1,1
18277,3727,3750,3744,35,37,36,16698,253,1,1,1
19277,3727,3750,3744,35,37,36,16698,253,1,1,1
20277,3727,3750,3744,35,37,36,16698,253,1,1,1
21277,3727,3750,3744,35,37,36,16698,253,1,1,1
22277,3727,3750,3744,35,37,36,16698,253,1,1,1
23277,3727,3750,3744,35,37,36,16698,253,1,1,1
24277,3727,3750,3744,35,37,36,16698,253,1,1,1
25277,3727,3750,3744,35,37,36,16698,253,1,1,1
26277,3727,3750,3744,35,37,36,16698,253,1,1,1
27277,3727,3750,3744,36,37,36,16698,253,1,1,1
28277,3727,3750,3744,36,37,36,16698,253,1,1,1
29277,3727,3750,3744,36,37,36,16698,253,1,1,1
30277,3727,3750,3744,36,37,36,16698,253,1,1,1
31277,3727,3750,3744,36,37,36,16698,253,1,1,1
32277,3727,3750,3744,36,37,36,16698,253,1,1,1
33277,3727,3750,3744,36,37,36,16698,253,1,1,1
34277,3727,3750,3744,36,37,36,16698,253,1,1,1
35277,3727,3750,3744,36,37,36,16698,253,1,1,1
36277,3727,3750,3744,36,37,36,16698,253,1,1,1
37277,3727,3750,3744,35,37,36,16698,253,1,1,1
38277,3727,3750,3744,35,37,36,16698,253,1,1,1
39277,3727,3750,3744,35,37,36,16698,253,1,1,1
40277,3727,3750,3744,35,37,36,16698,253,1,1,1
41277,3727,3750,3744,35,37,36,16698,253,1,1,1
42277,3727,3750,3744,35,37,36,16698,253,1,1,1
