t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
4173,0.2278,-0.0499,0.8754,-6.2,7.54,-0.11,23.25
4223,0.2313,-0.0598,0.8812,-6.2,7.28,-0.03,23.26
4233,0.2299,-0.066,0.8726,-6.18,8.05,-0.08,23.28
4243,0.2279,-0.0653,0.879,-6.0,8.82,-0.09,23.25
4253,0.2218,-0.0592,0.8831,-5.92,8.9,0.0,23.27
4263,0.2196,-0.0587,0.8914,-6.14,8.29,-0.05,23.26
4273,0.2223,-0.0599,0.8848,-6.2,7.86,-0.08,23.27
4283,0.2277,-0.0559,0.8831,-6.18,7.85,-0.08,23.29
4293,0.2272,-0.0551,0.8771,-6.12,8.06,0.15,23.29
4303,0.2247,-0.0533,0.8806,-6.11,8.37,0.02,23.27
4313,0.2207,-0.0491,0.8881,-6.09,8.24,-0.06,23.27
4323,0.2224,-0.0503,0.8921,-6.12,7.77,-0.06,23.28
4333,0.2225,-0.0514,0.8883,-6.14,7.53,-0.15,23.24
4343,0.226,-0.0575,0.8817,-6.21,7.45,-0.21,23.25
4353,0.2212,-0.054,0.8796,-6.12,7.68,-0.11,23.27
4363,0.2216,-0.0609,0.882,-6.09,7.85,-0.23,23.28
4373,0.2228,-0.0664,0.8799,-6.11,7.77,-0.14,23.29
4383,0.2208,-0.0638,0.8837,-6.08,7.44,-0.09,23.27
4393,0.2205,-0.062,0.8856,-6.08,7.28,-0.12,23.26
4403,0.2203,-0.0566,0.8846,-6.11,7.28,-0.06,23.26
4413,0.2258,-0.0543,0.8849,-6.2,7.73,-0.06,23.28
4423,0.2271,-0.0542,0.8811,-6.11,8.06,-0.02,23.28
4433,0.2281,-0.0521,0.8821,-6.02,8.17,-0.02,23.28
4443,0.2229,-0.0475,0.8842,-6.14,8.05,-0.02,23.27
4453,0.224,-0.05,0.8893,-6.2,7.98,-0.12,23.28
4463,0.225,-0.0522,0.8838,-6.31,8.12,-0.03,23.29
4473,0.2238,-0.0522,0.8799,-6.12,8.46,-0.06,23.29
4483,0.2188,-0.0574,0.8831,-6.11,8.92,0.02,23.27
4493,0.217,-0.0593,0.8925,-6.03,8.96,0.0,23.27
4503,0.218,-0.0597,0.8878,-6.08,8.29,0.02,23.27
4513,0.2192,-0.058,0.885,-6.2,7.5,-0.05,23.28
4523,0.2216,-0.0553,0.8829,-6.18,7.34,0.02,23.26
4533,0.2262,-0.0587,0.8811,-6.24,7.95,0.09,23.27
4543,0.2324,-0.0576,0.8761,-6.14,8.35,0.06,23.27
4553,0.2246,-0.0569,0.8867,-6.14,8.38,0.08,23.25
4563,0.2216,-0.0592,0.8876,-6.15,7.95,0.12,23.27
4573,0.2224,-0.0594,0.8817,-6.21,7.48,0.09,23.29
4583,0.2268,-0.0573,0.8816,-6.23,7.19,-0.06,23.28
4593,0.2247,-0.0642,0.879,-5.98,7.68,-0.05,23.29
4603,0.2191,-0.0631,0.8839,-6.02,8.46,0.02,23.27
4613,0.2177,-0.0579,0.8829,-6.05,8.38,0.02,23.29
4623,0.2175,-0.0562,0.8839,-6.02,7.5,-0.06,23.31
4633,0.2211,-0.0559,0.8907,-6.26,7.18,-0.15,23.3
4643,0.2222,-0.0614,0.8788,-6.32,7.71,-0.11,23.28
4653,0.2299,-0.0616,0.874,-6.11,8.34,-0.09,23.28
4663,0.2236,-0.0604,0.8846,-6.05,8.67,-0.03,23.29
4673,0.2196,-0.0602,0.8848,-5.97,8.44,-0.09,23.27
4683,0.223,-0.0581,0.889,-6.08,7.69,-0.11,23.29
4693,0.2249,-0.0559,0.8807,-6.24,7.11,-0.11,23.29
4703,0.2238,-0.0544,0.8782,-6.09,7.33,-0.15,23.27
4713,0.2224,-0.0505,0.8799,-6.02,8.06,-0.09,23.29
4723,0.2234,-0.0554,0.8855,-6.05,8.27,-0.06,23.27
4733,0.2211,-0.0504,0.886,-6.15,7.77,-0.12,23.27
4743,0.218,-0.056,0.8905,-6.27,7.11,-0.05,23.27
4753,0.2197,-0.0581,0.8755,-6.24,7.21,-0.06,23.29
4763,0.2258,-0.0558,0.875,-6.15,7.54,-0.05,23.27
4773,0.2263,-0.0554,0.8774,-6.08,7.89,-0.09,23.29
4783,0.225,-0.0532,0.8878,-6.03,7.95,-0.02,23.3
4793,0.2181,-0.0531,0.8879,-6.14,8.17,0.02,23.3
4803,0.2275,-0.053,0.8811,-6.26,7.56,-0.05,23.29
4813,0.2242,-0.0544,0.8794,-6.24,6.78,0.02,23.27
4823,0.2174,-0.0604,0.8893,-6.23,7.22,0.05,23.28
4833,0.2163,-0.0573,0.8875,-6.12,7.73,-0.05,23.28
4843,0.2266,-0.0596,0.8798,-6.2,7.65,-0.06,23.28
4853,0.2246,-0.0612,0.8828,-6.12,7.08,-0.15,23.27
4863,0.2203,-0.0581,0.8904,-6.14,7.02,-0.18,23.27
4873,0.2245,-0.0607,0.8782,-6.18,7.42,-0.06,23.28
4883,0.2268,-0.0573,0.8776,-6.24,7.73,-0.03,23.3
4893,0.2279,-0.0593,0.8779,-6.15,8.75,-0.09,23.27
4903,0.2244,-0.0629,0.8824,-6.09,9.33,-0.03,23.29
4913,0.2251,-0.0581,0.8849,-5.97,8.96,-0.06,23.27
4923,0.2197,-0.0569,0.8878,-6.18,7.88,-0.14,23.28
4933,0.2179,-0.0533,0.8906,-6.17,7.73,-0.12,23.29
4943,0.2211,-0.0624,0.8826,-6.26,7.88,-0.09,23.29
4953,0.2261,-0.0581,0.8804,-6.2,7.95,-0.17,23.28
4963,0.2192,-0.0604,0.8812,-6.15,7.83,-0.17,23.28
4973,0.2173,-0.0555,0.8907,-5.95,7.47,-0.08,23.3
4983,0.2214,-0.0542,0.8921,-6.21,6.61,-0.2,23.26
4993,0.2284,-0.0549,0.8831,-6.34,6.11,-0.18,23.28
5003,0.2307,-0.0559,0.8759,-6.29,6.82,-0.17,23.27
5013,0.2278,-0.0565,0.8766,-6.18,7.97,-0.14,23.27
