t_ms,apps1_pct,apps2_pct,pedal_pct,desired_torque_nm,power_kw,speed_mph,glv_voltage_v,inverter_temp_c,motor_temp_c,soc_pct,battery_temp_c,bms_flags_hex,bms_fault_code,imd_warn_alarms_hex,pm100_post_faults_hex,pm100_run_faults_hex,fan_duty_pct,rtd_state
3274,4.4,4.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0x00,0,0x0000,0x00000000,0x00000000,20,FAULT_BLOCKED
3374,4.6,4.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0x00,0,0x0000,0x00000000,0x00000000,20,FAULT_BLOCKED
3474,4.5,4.5,0.0,0.0,0.0,0,12.65,22.4,27.5,0,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
3574,4.5,4.6,0.0,0.0,0.0,0,12.62,22.4,27.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,34,FAULT_BLOCKED
3674,4.5,4.6,0.0,0.0,0.0,0,12.62,22.4,27.9,0,0,0x00,0,0x0000,0x00000000,0x00000000,35,FAULT_BLOCKED
3774,4.5,4.6,0.0,0.0,0.0,0,12.63,22.4,27.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
3874,4.5,4.5,0.0,0.0,0.0,0,12.64,22.4,27.5,0,0,0x00,0,0x0200,0x00000000,0x00000000,33,FAULT_BLOCKED
3974,4.5,4.6,0.0,0.0,0.0,0,12.66,22.4,27.5,0,0,0x00,0,0x0200,0x00000000,0x00000000,33,FAULT_BLOCKED
4074,4.5,4.6,0.0,0.0,0.0,0,12.66,22.3,27.4,0,0,0x00,0,0x0200,0x00000000,0x00000000,33,FAULT_BLOCKED
4174,4.5,4.6,0.0,0.0,0.0,0,12.68,22.3,27.5,0,0,0x00,0,0x0200,0x00000000,0x00000000,33,FAULT_BLOCKED
4274,4.6,4.6,0.0,0.0,0.0,0,12.64,22.3,27.5,0,0,0x00,0,0x0200,0x00000000,0x00000000,33,FAULT_BLOCKED
4374,4.5,4.6,0.0,0.0,0.0,0,12.67,22.3,27.5,0,0,0x00,0,0x0200,0x00000000,0x00000000,33,FAULT_BLOCKED
4474,4.5,4.5,0.0,0.0,0.0,0,12.64,22.4,27.2,0,0,0x00,0,0x0200,0x00000000,0x00000000,32,FAULT_BLOCKED
4574,4.5,4.6,0.0,0.0,0.0,0,12.95,22.4,27.2,0,0,0x00,0,0x0200,0x00000000,0x00000000,32,FAULT_BLOCKED
4674,4.5,4.5,0.0,0.0,0.0,0,12.63,22.4,27.2,0,0,0x00,0,0x0200,0x00000000,0x00000000,32,FAULT_BLOCKED
4774,4.5,4.5,0.0,0.0,0.0,0,12.62,22.4,27.5,0,0,0x00,0,0x0200,0x00000000,0x00000000,33,FAULT_BLOCKED
4874,4.5,4.6,0.0,0.0,0.0,0,12.63,22.4,27.5,0,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
4974,4.5,4.6,0.0,0.0,0.0,0,12.7,22.3,27.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
5074,4.5,4.5,0.0,0.0,0.0,0,13.0,22.4,27.5,0,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
5174,4.5,4.6,0.0,0.0,0.0,0,12.88,22.4,27.5,0,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
5274,4.5,4.6,0.0,0.0,0.0,0,12.84,22.4,27.5,0,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
5374,4.5,4.5,0.0,0.0,0.0,0,12.69,22.4,27.5,0,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
5474,4.5,4.6,0.0,0.0,0.0,0,12.63,22.4,27.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
5574,4.5,4.5,0.0,0.0,0.0,0,12.63,22.4,27.2,0,0,0x00,0,0x0000,0x00000000,0x00000000,32,FAULT_BLOCKED
5674,4.5,4.6,0.0,0.0,0.0,0,12.66,22.4,27.2,0,0,0x00,0,0x0000,0x00000000,0x00000000,32,FAULT_BLOCKED
5774,4.5,4.6,0.0,0.0,0.0,0,12.79,22.4,27.2,0,0,0x00,0,0x0000,0x00000000,0x00000000,32,FAULT_BLOCKED
5874,4.5,4.5,0.0,0.0,0.0,0,12.65,22.4,27.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,34,FAULT_BLOCKED
5974,4.5,4.5,0.0,0.0,0.0,0,12.74,22.4,27.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,34,FAULT_BLOCKED
6074,4.5,4.5,0.0,0.0,0.0,0,12.65,22.4,27.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
6174,4.4,4.6,0.0,0.0,0.0,0,12.77,22.4,28.1,0,0,0x00,0,0x0000,0x00000000,0x00000000,37,FAULT_BLOCKED
6274,4.5,4.6,0.0,0.0,0.0,0,12.65,22.4,28.1,0,0,0x00,0,0x0000,0x00000000,0x00000000,37,FAULT_BLOCKED
6374,4.5,4.5,0.0,0.0,0.0,0,12.63,22.4,27.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
6474,4.4,4.6,0.0,0.0,0.0,0,12.63,22.4,27.4,50,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
6574,4.5,4.5,0.0,0.0,0.0,0,12.72,22.3,27.8,50,0,0x00,0,0x0000,0x00000000,0x00000000,35,FAULT_BLOCKED
6674,4.6,4.6,0.0,0.0,0.0,0,12.65,22.3,27.8,50,0,0x00,0,0x0000,0x00000000,0x00000000,35,FAULT_BLOCKED
6774,4.5,4.6,0.0,0.0,0.0,0,12.64,22.3,27.9,50,0,0x00,0,0x0000,0x00000000,0x00000000,35,FAULT_BLOCKED
6874,4.5,4.5,0.0,0.0,0.0,0,12.64,22.3,27.6,50,0,0x00,0,0x0000,0x00000000,0x00000000,34,FAULT_BLOCKED
6974,4.5,4.6,0.0,0.0,0.0,0,12.78,22.3,27.6,100,0,0x00,0,0x0000,0x00000000,0x00000000,34,FAULT_BLOCKED
7074,4.5,4.6,0.0,0.0,0.0,0,12.7,22.3,27.6,100,0,0x00,0,0x0000,0x00000000,0x00000000,34,FAULT_BLOCKED
7174,4.5,4.6,0.0,0.0,0.0,0,12.6,22.3,27.5,100,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
7274,4.4,4.5,0.0,0.0,0.0,0,12.62,22.3,27.4,100,0,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
7374,4.5,4.5,0.0,0.0,0.0,0,12.69,22.4,27.8,100,0,0x00,0,0x0000,0x00000000,0x00000000,35,FAULT_BLOCKED
7474,4.5,4.6,0.0,0.0,0.0,0,12.58,22.4,27.2,100,31,0x00,0,0x0000,0x00000000,0x00000000,32,FAULT_BLOCKED
7574,4.5,4.6,0.0,0.0,0.0,0,12.73,22.3,27.8,100,31,0x00,0,0x0000,0x00000000,0x00000000,35,FAULT_BLOCKED
7674,4.5,4.5,0.0,0.0,0.0,0,12.73,22.4,27.5,100,31,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
7774,4.5,4.6,0.0,0.0,0.0,0,12.65,22.3,27.5,100,31,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
7874,4.5,4.5,0.0,0.0,0.0,0,12.63,22.3,27.4,100,31,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
7974,4.5,4.6,0.0,0.0,0.0,0,12.65,22.3,27.2,100,31,0x00,0,0x0000,0x00000000,0x00000000,32,FAULT_BLOCKED
8074,4.5,4.6,0.0,0.0,0.0,0,12.62,22.3,27.5,100,31,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
8174,4.4,4.6,0.0,0.0,0.0,0,12.64,22.3,27.9,100,31,0x00,0,0x0000,0x00000000,0x00000000,35,FAULT_BLOCKED
8274,4.5,4.6,0.0,0.0,0.0,0,12.69,22.3,27.9,100,31,0x00,0,0x0000,0x00000000,0x00000000,35,FAULT_BLOCKED
8375,4.5,4.5,0.0,0.0,0.0,0,12.64,22.3,27.6,100,31,0x00,0,0x0000,0x00000000,0x00000000,34,FAULT_BLOCKED
8475,4.5,4.6,0.0,0.0,0.0,0,12.64,22.4,27.4,100,31,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
8575,4.5,4.5,0.0,0.0,0.0,0,12.64,22.4,27.5,100,31,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
8675,4.5,4.5,0.0,0.0,0.0,0,12.65,22.3,27.6,100,31,0x00,0,0x0000,0x00000000,0x00000000,34,FAULT_BLOCKED
8775,4.5,4.5,0.0,0.0,0.0,0,12.8,22.4,27.9,100,31,0x00,0,0x0000,0x00000000,0x00000000,35,FAULT_BLOCKED
8875,4.5,4.5,0.0,0.0,0.0,0,12.62,22.4,27.9,100,31,0x00,0,0x0000,0x00000000,0x00000000,35,FAULT_BLOCKED
8975,4.5,4.6,0.0,0.0,0.0,0,12.76,22.4,27.5,100,31,0x00,0,0x0000,0x00000000,0x00000000,33,FAULT_BLOCKED
