t_ms,raw_apps1,raw_apps2,raw_bse1,raw_bse2,raw_hv_current,commanded_torque_nm,motor_rpm,bus_voltage_v,bus_current_a,braking,hard_braking,bspc_active,apps_plausible,rtd_latched,drive_mode_d,bms_fault,imd_fault,pm100_fault,bms_timeout,imd_can_timeout,contactors_closed,bspd_gpio_ok,imd_gpio_ok,bms_gpio_ok
3275,2303,2194,452,482,1970,0.0,0,0.4,0.0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
3286,2304,2195,452,483,1969,0.0,0,0.4,0.0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
3296,2300,2195,452,482,1968,0.0,0,0.4,0.0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
3306,2301,2195,452,484,1969,0.0,0,0.4,0.0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
3316,2301,2195,452,483,1970,0.0,0,0.5,0.0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
3326,2302,2195,449,483,1971,0.0,0,0.4,0.0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
3336,2303,2195,452,483,1969,0.0,0,0.5,0.0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
3346,2303,2195,453,482,1973,0.0,0,0.5,0.0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
3356,2300,2192,452,484,1969,0.0,0,0.8,0.0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
3366,2300,2195,452,482,1970,0.0,0,0.8,0.0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
3376,2300,2195,452,483,1969,0.0,0,0.5,0.0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
3386,2301,2195,452,483,1971,0.0,0,0.8,0.0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
3396,2300,2195,452,481,1958,0.0,0,0.4,0.0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
3406,2299,2194,451,481,1961,0.0,0,0.4,0.0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
3416,2300,2193,452,479,1961,0.0,0,0.4,0.0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
