t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
3278,0,0,0,-1000,-1000,-1000,65535,0,0,0,0
4278,0,0,0,-1000,-1000,-1000,4890,252,0,0,1
5278,0,0,0,-1000,-1000,-1000,8475,252,0,0,1
6278,0,0,0,-1000,-1000,-1000,10692,252,0,0,1
7278,3768,3789,3782,-1000,-1000,-1000,12049,252,1,0,1
8278,3768,3789,3782,32,40,36,12813,252,1,1,1
9278,3768,3789,3782,32,40,36,13401,252,1,1,1
10278,3768,3789,3782,32,40,36,13736,252,1,1,1
11278,3769,3788,3782,32,40,36,14033,252,1,1,1
12278,3768,3789,3782,32,40,36,18066,253,1,1,1
13278,3768,3789,3782,32,40,36,18066,253,1,1,1
14278,3768,3789,3782,32,40,36,18066,253,1,1,1
15278,3768,3789,3782,32,40,36,18066,253,1,1,1
16278,3768,3789,3782,32,40,36,18066,253,1,1,1
17278,3768,3789,3782,32,40,35,18066,253,1,1,1
18278,3768,3789,3782,32,40,35,18066,253,1,1,1
19278,3768,3789,3782,32,40,35,18066,253,1,1,1
20278,3768,3789,3782,32,40,35,18066,253,1,1,1
21278,3768,3789,3782,32,40,35,18066,253,1,1,1
22278,3768,3789,3782,32,40,35,18066,253,1,1,1
23278,3768,3789,3782,32,40,35,18066,253,1,1,1
24278,3768,3789,3782,32,40,35,18066,253,1,1,1
25278,3768,3789,3782,32,40,35,18066,253,1,1,1
26278,3768,3789,3782,32,40,35,18066,253,1,1,1
27278,3768,3789,3782,32,40,35,18066,253,1,1,1
28278,3768,3789,3782,32,40,35,18066,253,1,1,1
29278,3769,3789,3782,32,40,35,18066,253,1,1,1
30278,3769,3789,3782,32,40,35,18066,253,1,1,1
31278,3768,3789,3782,32,40,35,18066,253,1,1,1
32278,3768,3789,3782,32,40,35,18066,253,1,1,1
33278,3768,3789,3782,32,40,35,18066,253,1,1,1
34278,3768,3789,3782,32,40,35,18066,253,1,1,1
35278,3768,3789,3782,32,40,35,18066,253,1,1,1
36278,3768,3789,3782,32,40,35,18066,253,1,1,1
37278,3768,3789,3782,32,40,35,18066,253,1,1,1
38278,3769,3789,3782,32,40,35,18066,253,1,1,1
39278,3769,3789,3782,32,40,35,18066,253,1,1,1
40278,3769,3789,3782,32,40,35,18066,253,1,1,1
41278,3768,3789,3782,32,40,35,18066,253,1,1,1
42278,3768,3789,3782,32,40,35,18066,253,1,1,1
43278,3768,3789,3782,32,40,35,18066,253,1,1,1
44278,3768,3789,3782,32,40,35,18066,253,1,1,1
45278,3768,3789,3782,32,40,35,18066,253,1,1,1
46278,3768,3789,3782,32,40,35,18066,253,1,1,1
47278,3769,3789,3782,32,40,35,18066,253,1,1,1
48278,3769,3789,3782,32,40,35,18066,253,1,1,1
49278,3769,3789,3782,32,40,35,22942,253,1,1,1
50278,3769,3789,3782,32,40,35,22942,253,1,1,1
51278,3769,3789,3782,32,40,35,22942,253,1,1,1
52278,3768,3789,3782,32,40,35,22942,253,1,1,1
53278,3768,3789,3782,32,40,35,22942,253,1,1,1
54278,3768,3789,3782,32,40,35,22942,253,1,1,1
55278,3768,3789,3782,32,40,35,22942,253,1,1,1
56278,3768,3789,3782,32,40,35,22942,253,1,1,1
57278,3769,3789,3782,32,40,35,22942,253,1,1,1
58278,3769,3789,3782,32,40,35,27834,253,1,1,1
59278,3769,3789,3782,32,40,35,27834,253,1,1,1
60278,3769,3789,3782,32,40,35,27834,253,1,1,1
61278,3769,3789,3782,32,40,35,27834,253,1,1,1
