t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
4164,0,0,0,-1000,-1000,-1000,65535,0,0,0,0
5164,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
6164,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
7164,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
8164,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
9164,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
10164,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
11164,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
12164,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
13164,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
14164,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
15164,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
