t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
4173,0,0,0,-1000,-1000,-1000,65535,0,0,0,0
5173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
6173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
7173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
8173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
9173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
10173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
11173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
12173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
13173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
14173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
15173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
16173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
17173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
18173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
19173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
20173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
21173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
22173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
23173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
24173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
25173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
26173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
27173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
28173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
29173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
30173,0,0,0,-1000,-1000,-1000,65535,0,0,0,1
