t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
3270,0,0,0,-1000,-1000,-1000,0,252,0,0,0
4271,0,0,0,-1000,-1000,-1000,5001,252,0,0,1
5271,0,0,0,-1000,-1000,-1000,8117,252,0,0,1
6271,0,0,0,-1000,-1000,-1000,9910,252,0,0,1
7271,4116,4142,4133,29,32,30,11029,252,1,1,1
8271,4115,4142,4133,29,32,30,12021,252,1,1,1
9271,4115,4142,4133,29,32,30,12632,252,1,1,1
10271,4116,4142,4133,29,32,30,13166,252,1,1,1
11271,4116,4142,4133,29,32,30,13567,252,1,1,1
12271,4115,4142,4133,29,32,30,17424,253,1,1,1
13271,4115,4142,4133,29,32,30,17424,253,1,1,1
14271,4115,4142,4133,29,32,30,17424,253,1,1,1
15271,4115,4142,4133,29,32,30,17424,253,1,1,1
16271,4115,4142,4133,29,32,30,17424,253,1,1,1
17271,4116,4142,4133,29,32,30,17424,253,1,1,1
18271,4116,4142,4133,29,32,30,17424,253,1,1,1
19271,4115,4142,4133,29,32,30,17424,253,1,1,1
20271,4115,4142,4133,29,32,30,17424,253,1,1,1
21271,4116,4142,4133,29,32,30,17424,253,1,1,1
22271,4116,4142,4133,29,32,30,17424,253,1,1,1
23271,4116,4142,4133,29,32,30,17424,253,1,1,1
24271,4116,4142,4133,29,32,30,17424,253,1,1,1
25271,4116,4142,4133,29,32,30,17424,253,1,1,1
26271,4116,4142,4133,29,32,30,17424,253,1,1,1
27271,4116,4142,4133,29,31,30,17424,253,1,1,1
28271,4115,4142,4133,29,31,30,17424,253,1,1,1
29271,4115,4142,4133,29,31,30,17424,253,1,1,1
30271,4116,4142,4133,29,31,30,17424,253,1,1,1
31271,4115,4142,4133,29,31,30,17424,253,1,1,1
32271,4116,4142,4133,29,31,30,17424,253,1,1,1
33271,4116,4142,4133,29,31,30,17424,253,1,1,1
34271,4116,4142,4133,29,31,30,17424,253,1,1,1
35271,4116,4142,4133,29,31,30,17424,253,1,1,1
36271,4116,4142,4133,29,31,30,17424,253,1,1,1
37271,4115,4142,4133,29,31,30,17424,253,1,1,1
38271,4116,4142,4133,29,31,30,17424,253,1,1,1
39271,4115,4142,4133,29,31,30,17424,253,1,1,1
40271,4115,4142,4133,29,31,30,17424,253,1,1,1
41271,4115,4142,4133,29,31,30,17424,253,1,1,1
42271,4116,4142,4133,29,31,30,17424,253,1,1,1
43271,4116,4142,4133,29,31,30,17424,253,1,1,1
44271,4116,4142,4133,29,31,30,17424,253,1,1,1
45271,4116,4142,4133,29,31,30,17424,253,1,1,1
46271,4116,4142,4133,29,31,30,17424,253,1,1,1
47271,4116,4142,4133,29,31,30,17424,253,1,1,1
48271,4116,4142,4133,29,31,30,17424,253,1,1,1
49271,4115,4142,4133,29,31,30,17424,253,1,1,1
50271,4116,4142,4133,29,31,30,17424,253,1,1,1
