t_ms,raw_apps1,raw_apps2,raw_bse1,raw_bse2,raw_hv_current,commanded_torque_nm,motor_rpm,bus_voltage_v,bus_current_a,braking,hard_braking,bspc_active,apps_plausible,rtd_latched,drive_mode_d,bms_fault,imd_fault,pm100_fault,bms_timeout,imd_can_timeout,contactors_closed,bspd_gpio_ok,imd_gpio_ok,bms_gpio_ok
3278,2236,2210,448,455,1974,0.0,0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0
3289,2235,2211,450,455,1975,0.0,0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3299,2235,2211,447,455,1973,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3309,2235,2210,448,455,1975,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3319,2236,2211,447,455,1974,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3329,2236,2211,449,456,1974,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3339,2235,2210,450,453,1974,0.0,0,1.3,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3349,2236,2210,451,455,1974,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3359,2236,2211,449,455,1974,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3369,2236,2211,449,453,1973,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3379,2236,2211,450,458,1974,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3389,2231,2209,443,451,1899,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3399,2234,2210,444,451,1909,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3409,2234,2212,445,451,1906,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3419,2234,2209,441,451,1913,0.0,0,1.4,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3429,2233,2212,443,451,1898,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3439,2235,2211,444,450,1906,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3449,2234,2209,444,452,1918,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3459,2234,2209,444,450,1905,0.0,0,1.3,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3469,2234,2209,446,453,1912,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3479,2235,2210,443,452,1911,0.0,0,1.3,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3489,2234,2209,443,451,1907,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3499,2234,2210,445,450,1904,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3509,2235,2210,445,452,1917,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3519,2234,2209,443,452,1915,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3529,2235,2209,444,453,1925,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3539,2235,2209,444,453,1928,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3549,2235,2209,445,452,1929,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3559,2235,2209,445,452,1926,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3569,2234,2209,444,451,1912,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3579,2237,2210,447,453,1922,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3589,2234,2209,443,453,1919,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3599,2235,2208,445,450,1926,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3609,2232,2209,445,452,1927,0.0,0,0.6,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3619,2235,2209,442,451,1929,0.0,0,0.6,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3629,2235,2209,446,454,1928,0.0,0,0.8,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3639,2234,2210,447,453,1932,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3649,2232,2209,445,454,1921,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3659,2234,2209,445,453,1925,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3669,2235,2209,446,452,1917,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3679,2235,2210,444,450,1932,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3689,2235,2210,446,453,1932,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3699,2235,2210,436,453,1926,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3709,2235,2209,446,454,1925,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3719,2234,2209,445,452,1928,0.0,0,0.8,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3729,2233,2210,445,453,1931,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3739,2236,2210,448,449,1929,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3749,2237,2210,446,453,1933,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3759,2237,2210,445,453,1925,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3769,2235,2212,446,454,1941,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3779,2234,2210,444,453,1934,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3789,2235,2210,446,452,1937,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3799,2235,2209,447,453,1938,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3809,2235,2209,445,452,1929,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3819,2235,2210,446,454,1930,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3829,2236,2210,445,451,1938,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3839,2234,2209,445,453,1934,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3849,2238,2210,445,453,1936,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3859,2234,2212,445,453,1933,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3869,2235,2210,443,454,1936,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3879,2235,2210,447,453,1941,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3889,2235,2210,445,454,1939,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3899,2235,2210,446,454,1938,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3909,2234,2208,445,454,1938,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3919,2236,2210,447,452,1941,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3929,2235,2210,445,453,1934,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3939,2235,2210,448,453,1940,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3949,2235,2209,446,453,1941,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3959,2236,2210,446,453,1933,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3969,2234,2210,445,454,1937,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3979,2237,2210,445,453,1939,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3989,2235,2210,447,452,1941,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
3999,2235,2210,445,454,1939,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4009,2236,2210,447,454,1942,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4019,2235,2210,445,452,1945,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4029,2233,2210,447,453,1936,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4039,2235,2210,447,454,1941,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4049,2235,2210,445,454,1941,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4059,2235,2210,445,454,1944,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4069,2236,2210,445,453,1932,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4079,2236,2210,447,453,1945,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4089,2234,2210,445,453,1941,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4099,2235,2210,446,453,1945,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4109,2235,2209,448,454,1937,0.0,0,0.8,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4119,2235,2211,446,455,1944,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4129,2235,2210,447,453,1943,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4139,2233,2209,448,455,1946,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4149,2234,2210,444,452,1939,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4159,2234,2210,448,455,1947,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4169,2235,2210,446,455,1943,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4179,2234,2210,446,453,1945,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4189,2235,2210,446,453,1939,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4199,2235,2210,446,453,1941,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4209,2235,2210,447,454,1944,0.0,0,0.6,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4219,2235,2210,446,452,1940,0.0,0,0.6,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4229,2235,2211,447,453,1942,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4239,2235,2210,446,453,1949,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4249,2235,2209,447,452,1941,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4259,2235,2210,447,455,1950,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4269,2234,2213,443,453,1937,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4288,2233,2209,445,453,1946,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4298,2235,2207,447,451,1947,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4308,2235,2209,447,453,1942,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4318,2235,2209,446,453,1942,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4328,2235,2209,446,454,1940,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4338,2234,2209,447,454,1946,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
4348,2234,2210,446,454,1943,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4358,2235,2210,446,454,1948,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4368,2235,2210,445,453,1948,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4378,2235,2209,449,455,1945,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4388,2234,2210,447,453,1942,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4398,2236,2210,446,452,1946,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4408,2235,2209,446,454,1948,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4418,2236,2210,447,454,1945,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4428,2236,2210,447,453,1946,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4438,2238,2210,446,453,1947,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4448,2235,2208,445,455,1944,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4458,2235,2210,447,454,1942,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4468,2235,2210,446,453,1948,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4478,2235,2210,447,456,1942,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4488,2234,2210,447,454,1946,0.0,0,0.9,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4498,2234,2210,447,453,1946,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4508,2238,2210,445,454,1943,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4518,2235,2211,446,455,1943,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4528,2236,2210,446,454,1943,0.0,0,0.8,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4538,2235,2209,447,453,1935,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4548,2235,2210,446,453,1942,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4558,2236,2210,445,453,1947,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4568,2235,2210,448,454,1950,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4578,2235,2210,446,454,1947,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4588,2236,2210,447,455,1940,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4598,2235,2210,447,454,1952,0.0,0,1.1,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4608,2236,2210,445,454,1944,0.0,0,1.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
4618,2236,2210,448,456,1947,0.0,0,1.2,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
