t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3275,0.2196,-0.047,0.8656,-6.02,7.77,-0.05,20.81
3286,0.2216,-0.0466,0.8649,-5.8,8.14,-0.02,20.83
3296,0.1918,-0.0458,0.8895,-5.95,6.76,0.0,20.82
3306,0.1887,-0.0405,0.8973,-5.85,9.01,-0.02,20.84
3316,0.2134,-0.0441,0.8783,-5.91,7.65,-0.02,20.82
3326,0.2098,-0.0363,0.8932,-5.89,6.96,0.0,20.85
3336,0.2072,-0.0358,0.9003,-6.05,7.62,-0.02,20.84
3346,0.2106,-0.0447,0.8778,-5.97,7.83,-0.02,20.83
3356,0.204,-0.0477,0.8777,-6.0,7.68,-0.17,20.84
3366,0.2119,-0.0437,0.881,-5.91,7.6,-0.12,20.82
3376,0.2137,-0.038,0.8896,-5.94,7.22,-0.05,20.84
3386,0.2104,-0.04,0.8949,-5.94,6.98,-0.12,20.84
3396,0.2042,-0.0383,0.895,-5.92,7.62,-0.05,20.82
3406,0.1947,-0.0494,0.8633,-5.92,7.68,-0.03,20.84
3416,0.189,-0.0439,0.8778,-5.95,7.85,-0.05,20.83
3426,0.1992,-0.0435,0.8893,-5.88,9.4,-0.05,20.83
3436,0.2223,-0.0541,0.8639,-5.95,6.7,-0.02,20.83
3446,0.1917,-0.0535,0.9135,-6.02,7.86,0.05,20.85
3456,0.2103,-0.0435,0.9083,-5.97,9.28,0.03,20.84
3466,0.2335,-0.0416,0.8954,-5.98,7.01,0.0,20.84
3476,0.2124,-0.0339,0.9103,-6.02,7.54,0.0,20.85
3486,0.2051,-0.0377,0.9044,-6.06,8.11,-0.08,20.84
3496,0.2173,-0.0436,0.8717,-5.92,7.44,-0.11,20.82
3506,0.1903,-0.0406,0.8737,-5.91,7.6,-0.12,20.85
3517,0.1814,-0.0463,0.8673,-5.97,8.43,-0.09,20.86
3527,0.2059,-0.0526,0.8535,-5.95,8.37,-0.05,20.84
3537,0.229,-0.0399,0.8536,-5.95,5.59,0.03,20.85
3547,0.1924,-0.0389,0.9012,-5.91,6.81,0.0,20.84
3557,0.1938,-0.0359,0.9165,-6.02,9.97,0.03,20.84
3567,0.2501,-0.0337,0.8784,-5.98,7.45,-0.06,20.86
3577,0.2148,-0.0378,0.8969,-5.86,5.91,-0.02,20.85
3587,0.1857,-0.0421,0.9097,-5.94,9.39,-0.02,20.85
3597,0.2158,-0.046,0.8727,-5.92,8.9,0.02,20.87
3607,0.225,-0.0439,0.8552,-5.94,5.92,-0.09,20.82
3617,0.1877,-0.0438,0.8998,-5.89,6.4,-0.11,20.85
3627,0.1715,-0.0402,0.9127,-6.02,9.94,-0.05,20.82
3637,0.219,-0.0382,0.8757,-6.05,8.49,-0.03,20.84
3647,0.2179,-0.042,0.8707,-5.83,6.27,-0.03,20.83
3657,0.1941,-0.0431,0.8958,-5.95,7.22,-0.06,20.86
3667,0.1866,-0.0414,0.8932,-5.91,9.63,-0.08,20.85
3677,0.2253,-0.0439,0.8683,-5.94,8.7,-0.12,20.82
3687,0.2377,-0.0396,0.8533,-5.89,5.83,-0.03,20.83
3697,0.1887,-0.0426,0.8953,-5.83,7.1,-0.08,20.84
3707,0.1946,-0.0446,0.9067,-5.92,8.72,-0.08,20.84
3717,0.2177,-0.0425,0.9008,-5.94,9.08,-0.06,20.87
3727,0.2472,-0.0457,0.8729,-5.92,6.23,-0.08,20.84
3737,0.2047,-0.0458,0.9021,-5.92,6.24,-0.11,20.87
3747,0.1754,-0.0431,0.9081,-5.89,10.43,-0.03,20.84
3757,0.2284,-0.0408,0.8552,-5.89,7.86,0.06,20.88
3767,0.2222,-0.0417,0.8665,-5.95,5.3,-0.02,20.88
3777,0.1796,-0.0431,0.91,-5.94,7.69,-0.06,20.86
3787,0.1929,-0.0449,0.8971,-6.02,10.23,-0.08,20.87
3797,0.2378,-0.0415,0.8541,-5.91,6.76,-0.11,20.84
3807,0.2057,-0.0463,0.8818,-5.97,5.56,-0.14,20.86
3817,0.1796,-0.0457,0.9117,-6.02,9.5,0.02,20.87
3827,0.2172,-0.0466,0.8762,-6.02,8.93,-0.06,20.86
3837,0.2264,-0.0447,0.8639,-5.95,6.55,-0.15,20.87
3847,0.1991,-0.0438,0.8896,-5.89,6.92,0.0,20.89
3857,0.197,-0.0435,0.9014,-5.89,8.64,-0.02,20.87
3867,0.2147,-0.0398,0.8927,-6.0,8.24,-0.02,20.87
3877,0.2223,-0.0408,0.8842,-5.92,7.66,-0.02,20.87
3887,0.2152,-0.0437,0.8856,-5.94,6.79,-0.08,20.86
3897,0.1926,-0.0419,0.9083,-5.94,8.15,-0.05,20.85
3907,0.208,-0.0463,0.8842,-5.95,9.48,0.05,20.87
3917,0.2252,-0.0438,0.8575,-5.91,6.52,0.02,20.86
3927,0.2017,-0.0396,0.8755,-5.88,6.55,0.02,20.89
3937,0.1898,-0.0377,0.8892,-5.92,8.24,-0.02,20.86
3947,0.2142,-0.031,0.8829,-5.89,7.95,-0.05,20.88
3957,0.2173,-0.036,0.8934,-5.86,6.99,-0.11,20.88
3967,0.204,-0.04,0.9026,-6.12,7.76,-0.09,20.89
3977,0.2146,-0.041,0.8845,-5.91,7.79,-0.09,20.89
3987,0.1964,-0.0416,0.8884,-5.91,7.97,-0.03,20.89
3997,0.1947,-0.0436,0.8956,-5.95,8.05,-0.06,20.88
4007,0.2225,-0.0387,0.8699,-5.97,7.94,0.0,20.87
4017,0.2135,-0.0404,0.8785,-5.94,6.21,-0.05,20.88
4027,0.1998,-0.0392,0.8857,-5.89,6.87,0.02,20.88
4037,0.1919,-0.0453,0.8947,-5.94,8.72,-0.05,20.88
4047,0.2181,-0.0399,0.875,-5.91,8.03,-0.03,20.87
4057,0.2112,-0.0409,0.8822,-5.94,6.7,-0.09,20.86
4067,0.1919,-0.0392,0.8981,-5.91,8.37,-0.03,20.89
4077,0.2173,-0.0389,0.8804,-5.97,8.6,0.05,20.92
4087,0.2255,-0.0369,0.8823,-5.92,6.6,-0.09,20.91
4098,0.213,-0.0306,0.8969,-6.0,7.08,-0.09,20.9
4108,0.2054,-0.0386,0.9017,-5.91,8.17,-0.03,20.92
4118,0.2096,-0.0415,0.8853,-5.95,8.2,-0.06,20.92
4128,0.2135,-0.0461,0.8772,-6.06,7.69,-0.02,20.87
4138,0.2021,-0.0466,0.8839,-5.97,7.65,0.0,20.89
4148,0.2074,-0.0428,0.8801,-5.88,8.41,-0.02,20.87
4158,0.212,-0.0436,0.8767,-5.98,7.59,0.02,20.88
4168,0.2111,-0.0431,0.8794,-5.94,7.24,-0.03,20.91
4178,0.2061,-0.0437,0.8849,-5.88,7.47,-0.12,20.88
4188,0.2015,-0.0449,0.8857,-6.02,7.97,-0.06,20.92
4198,0.2144,-0.0471,0.8732,-5.97,7.65,-0.03,20.92
4208,0.2092,-0.0442,0.8774,-5.97,6.75,0.0,20.91
4218,0.194,-0.0461,0.8884,-5.88,7.63,-0.02,20.9
4228,0.2041,-0.0417,0.8885,-5.89,8.02,0.0,20.9
4238,0.2169,-0.0428,0.887,-5.97,7.18,-0.06,20.89
4248,0.2052,-0.0385,0.8982,-5.88,7.24,-0.11,20.92
4258,0.201,-0.0409,0.9062,-5.89,8.29,-0.03,20.89
4268,0.2075,-0.0416,0.8981,-6.0,8.46,0.02,20.9
4278,0.2148,-0.0464,0.8857,-5.91,8.12,-0.06,20.87
4288,0.2103,-0.046,0.8816,-5.89,7.54,-0.08,20.89
4298,0.2018,-0.0493,0.8806,-5.94,8.03,-0.03,20.89
4308,0.2017,-0.0492,0.882,-5.95,8.31,-0.06,20.91
4318,0.2119,-0.0428,0.8696,-5.88,7.5,-0.08,20.92
4328,0.2101,-0.0415,0.8718,-5.79,7.19,0.0,20.9
4338,0.2023,-0.0405,0.8848,-5.95,7.18,0.05,20.9
4348,0.1945,-0.0383,0.8917,-5.91,8.38,-0.02,20.9
4358,0.2167,-0.0393,0.8817,-5.91,7.62,0.17,20.9
4368,0.2222,-0.0403,0.877,-5.97,6.66,0.02,20.92
4378,0.1914,-0.0403,0.9198,-6.02,8.75,-0.08,20.93
4388,0.2146,-0.0404,0.8953,-6.03,8.9,-0.02,20.92
4398,0.2308,-0.0437,0.8776,-6.0,6.87,0.0,20.91
4408,0.22,-0.0439,0.8861,-6.0,6.61,-0.08,20.89
4418,0.2032,-0.0497,0.8864,-5.97,9.19,0.06,20.92
4428,0.2086,-0.047,0.8824,-5.95,8.92,-0.08,20.93
4438,0.2136,-0.0453,0.8612,-5.85,6.81,-0.03,20.91
4448,0.2031,-0.0431,0.8777,-5.85,7.19,-0.12,20.91
4458,0.1986,-0.0377,0.8903,-5.95,8.2,-0.02,20.9
4468,0.2129,-0.0402,0.8844,-5.98,7.86,-0.08,20.91
4478,0.2131,-0.0359,0.8837,-5.95,7.16,-0.11,20.9
4488,0.2129,-0.0355,0.8928,-6.03,6.99,-0.14,20.93
4498,0.2067,-0.0408,0.8887,-6.03,8.41,-0.02,20.92
4508,0.2087,-0.0465,0.8792,-5.83,7.76,0.05,20.89
4518,0.2059,-0.0454,0.8704,-5.91,7.44,-0.11,20.91
4528,0.1998,-0.0447,0.8792,-5.89,7.59,-0.03,20.9
4538,0.199,-0.0417,0.8873,-5.97,7.65,0.0,20.9
4548,0.2046,-0.0377,0.9028,-5.91,7.92,-0.03,20.91
4558,0.2112,-0.0402,0.9034,-5.97,7.71,-0.06,20.9
4568,0.2208,-0.0458,0.8951,-5.97,7.47,-0.12,20.93
4578,0.2007,-0.0469,0.9049,-6.0,8.41,-0.06,20.93
4588,0.2043,-0.0485,0.8811,-6.02,8.89,-0.03,20.92
4598,0.2126,-0.0477,0.868,-6.02,8.18,-0.05,20.92
4608,0.2189,-0.048,0.8688,-5.86,8.21,-0.03,20.92
4618,0.2042,-0.0421,0.8781,-5.86,6.72,-0.08,20.92
4628,0.1888,-0.0422,0.8806,-5.89,7.6,0.05,20.92
4638,0.2029,-0.041,0.8782,-5.92,8.67,-0.02,20.89
4648,0.2179,-0.033,0.8696,-5.89,7.16,0.03,20.92
4658,0.2098,-0.0366,0.8889,-5.94,6.7,-0.06,20.92
4668,0.2002,-0.0378,0.9027,-6.05,7.86,-0.06,20.92
4678,0.2076,-0.0415,0.8929,-5.91,8.56,0.0,20.92
