t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3295,0.3323,-0.0234,0.863,-6.49,7.92,0.0,26.98
3305,0.3323,-0.0225,0.8629,-6.5,7.79,-0.08,26.97
3315,0.3328,-0.0243,0.8647,-6.55,7.85,-0.05,26.98
3325,0.3324,-0.0209,0.8645,-6.47,7.94,-0.09,26.99
3335,0.3337,-0.0234,0.8636,-6.56,7.92,0.0,26.97
3345,0.334,-0.0227,0.8647,-6.52,7.94,0.03,26.98
3355,0.3339,-0.0215,0.866,-6.6,7.85,-0.06,26.99
3365,0.3326,-0.0242,0.8619,-6.55,7.86,-0.06,26.98
3375,0.3353,-0.0242,0.8625,-6.53,7.88,-0.06,26.97
3386,0.3341,-0.0238,0.8663,-6.56,7.98,-0.02,26.97
3396,0.3335,-0.0245,0.8644,-6.47,7.82,-0.08,26.97
3406,0.3333,-0.0267,0.8652,-6.49,7.85,-0.09,26.98
3416,0.3323,-0.0245,0.8633,-6.53,7.85,-0.11,26.99
3426,0.3372,-0.0234,0.8634,-6.6,7.86,0.05,26.98
3436,0.3331,-0.0234,0.8644,-6.47,7.85,-0.09,27.0
3446,0.3368,-0.0217,0.8652,-6.46,7.86,-0.06,26.97
3456,0.3354,-0.0222,0.8647,-6.53,7.83,-0.09,26.97
3466,0.335,-0.0211,0.8643,-6.49,7.82,-0.03,26.99
3476,0.3341,-0.0212,0.8647,-6.49,7.79,0.0,27.01
3486,0.3342,-0.0248,0.8624,-6.56,7.94,-0.17,26.98
3496,0.3317,-0.0229,0.8652,-6.53,7.91,-0.06,26.99
3506,0.3334,-0.0253,0.8662,-6.46,7.94,-0.06,26.99
3516,0.3313,-0.026,0.8617,-6.52,7.91,-0.05,26.99
3526,0.3334,-0.0206,0.8669,-6.52,7.83,-0.03,26.98
3536,0.3364,-0.021,0.8657,-6.5,7.83,-0.03,27.01
3546,0.3334,-0.0247,0.8628,-6.53,7.8,-0.08,26.97
3556,0.3346,-0.0245,0.866,-6.5,7.85,-0.03,26.99
3566,0.3342,-0.0226,0.8644,-6.52,7.91,-0.03,27.0
3576,0.3317,-0.0231,0.8644,-6.44,7.92,-0.05,27.0
3586,0.3336,-0.0247,0.8622,-6.43,7.91,-0.02,26.99
3596,0.3353,-0.0225,0.8652,-6.58,7.88,-0.06,27.0
3606,0.332,-0.0229,0.8666,-6.52,7.89,-0.09,27.01
3616,0.3309,-0.0275,0.8634,-6.53,7.92,0.02,26.99
3626,0.3359,-0.0237,0.8669,-6.47,7.88,-0.02,26.99
3636,0.3319,-0.0214,0.8656,-6.44,7.92,-0.02,27.0
3646,0.3345,-0.0237,0.8645,-6.55,7.82,-0.08,26.99
3656,0.3331,-0.0258,0.8676,-6.47,7.85,-0.06,27.02
3666,0.3324,-0.0194,0.8668,-6.52,7.88,-0.03,27.0
3676,0.335,-0.0225,0.8635,-6.5,7.85,-0.05,27.0
3686,0.3348,-0.0222,0.8656,-6.5,7.86,0.02,27.02
3696,0.3317,-0.0242,0.8663,-6.47,7.88,-0.03,27.0
3706,0.332,-0.0221,0.865,-6.47,7.89,-0.03,27.0
3716,0.3368,-0.0219,0.863,-6.56,7.91,-0.03,27.01
3726,0.3353,-0.025,0.8656,-6.41,7.86,-0.05,27.02
3736,0.333,-0.0228,0.8667,-6.49,7.92,-0.06,27.01
3746,0.3324,-0.0205,0.8634,-6.4,7.88,-0.05,27.01
3756,0.3318,-0.0214,0.8627,-6.46,7.89,-0.03,27.0
3766,0.3307,-0.025,0.8654,-6.55,7.86,-0.03,26.99
3776,0.3323,-0.0242,0.8654,-6.43,7.88,-0.09,26.97
3786,0.332,-0.0212,0.8643,-6.55,7.86,-0.06,26.98
3796,0.3326,-0.0228,0.8623,-6.55,7.86,0.02,26.99
3806,0.3334,-0.0239,0.8628,-6.52,7.83,-0.11,27.01
3816,0.3331,-0.0227,0.8625,-6.41,7.83,-0.02,27.01
3826,0.3311,-0.0215,0.8618,-6.44,7.83,-0.08,27.03
3836,0.3306,-0.0231,0.8643,-6.55,7.85,-0.09,27.01
3846,0.3308,-0.0227,0.8673,-6.53,7.86,-0.03,26.99
3856,0.3335,-0.0216,0.8644,-6.53,7.83,-0.06,27.0
3866,0.3336,-0.0253,0.8627,-6.52,7.88,-0.05,27.03
3876,0.3353,-0.0223,0.8651,-6.56,7.88,0.0,27.02
3886,0.3328,-0.0249,0.8666,-6.55,7.88,-0.09,26.99
3896,0.3344,-0.0259,0.8643,-6.53,7.89,-0.09,26.99
3906,0.3354,-0.0247,0.8633,-6.58,7.86,-0.09,27.0
3916,0.334,-0.0229,0.8672,-6.56,7.82,-0.08,26.99
3926,0.332,-0.0233,0.8665,-6.55,7.92,-0.11,27.01
3936,0.3329,-0.0215,0.8655,-6.53,7.91,-0.03,27.01
3946,0.3336,-0.0216,0.8678,-6.5,7.98,-0.11,27.01
3956,0.3334,-0.0229,0.8683,-6.55,7.89,0.0,27.02
3966,0.3356,-0.0242,0.8613,-6.6,7.91,-0.12,26.99
3976,0.3329,-0.0233,0.8671,-6.47,7.88,-0.06,26.99
3986,0.3364,-0.0243,0.865,-6.56,7.88,0.0,27.02
3996,0.3331,-0.0243,0.8641,-6.56,7.85,0.0,27.01
4006,0.3328,-0.0248,0.8636,-6.56,7.89,-0.05,27.02
4016,0.3341,-0.0249,0.8643,-6.55,7.91,0.03,26.99
4026,0.332,-0.0233,0.8644,-6.52,7.82,-0.02,27.02
4036,0.3337,-0.024,0.8662,-6.53,7.89,-0.05,27.02
4046,0.3345,-0.0223,0.8663,-6.56,7.89,-0.06,26.99
4056,0.3346,-0.0244,0.8627,-6.47,7.82,-0.06,26.99
4066,0.3344,-0.0243,0.8651,-6.63,7.89,-0.02,27.0
4076,0.3331,-0.0247,0.8669,-6.56,7.91,-0.05,27.0
4086,0.334,-0.0203,0.8644,-6.52,7.83,0.0,27.03
4096,0.3311,-0.0244,0.8666,-6.53,7.89,-0.12,27.02
4106,0.3337,-0.0238,0.8656,-6.55,7.88,-0.03,27.01
4116,0.3358,-0.0221,0.8643,-6.56,7.89,-0.03,27.0
4126,0.3333,-0.0211,0.8622,-6.56,7.89,-0.05,27.01
4136,0.3322,-0.0229,0.8608,-6.56,7.86,-0.03,26.99
4146,0.3335,-0.0231,0.8616,-6.52,7.85,-0.06,27.02
4156,0.3324,-0.0231,0.8651,-6.49,7.76,0.37,27.02
4166,0.3353,-0.0188,0.8645,-6.44,7.95,-0.02,27.02
4176,0.3334,-0.0238,0.8623,-6.55,7.83,-0.02,27.03
4186,0.3342,-0.0233,0.8665,-6.52,7.89,-0.09,27.03
4196,0.3362,-0.0219,0.8616,-6.44,7.82,0.0,27.03
4206,0.3335,-0.0201,0.865,-6.56,7.83,-0.02,27.0
4216,0.3323,-0.0209,0.8685,-6.5,7.89,0.0,27.02
4226,0.3311,-0.0251,0.868,-6.46,7.88,0.03,27.02
4236,0.3354,-0.0254,0.8635,-6.47,7.83,0.03,27.0
4246,0.3326,-0.0227,0.8651,-6.5,7.89,0.03,27.01
4256,0.3341,-0.0229,0.8651,-6.53,7.94,-0.12,27.01
4266,0.3329,-0.0221,0.865,-6.53,7.89,-0.05,27.01
4276,0.3347,-0.0238,0.8617,-6.53,7.83,-0.05,27.04
4286,0.3336,-0.0209,0.863,-6.6,7.91,-0.05,27.03
4297,0.3337,-0.021,0.8629,-6.55,7.83,-0.06,27.04
4307,0.3328,-0.0223,0.8666,-6.56,7.86,-0.02,27.03
4317,0.3362,-0.0234,0.8643,-6.52,7.85,-0.03,27.02
4327,0.3358,-0.0228,0.8646,-6.61,7.89,-0.05,27.04
4337,0.3354,-0.0243,0.8638,-6.53,7.86,-0.08,27.01
4347,0.3339,-0.0244,0.8639,-6.56,7.92,-0.05,27.06
4357,0.3339,-0.0237,0.8618,-6.52,7.89,-0.05,27.04
4367,0.3347,-0.021,0.8636,-6.53,7.95,-0.05,27.04
4377,0.3325,-0.0223,0.8625,-6.53,7.85,-0.05,27.0
4387,0.3322,-0.0244,0.8616,-6.47,7.94,-0.03,27.02
4397,0.3334,-0.024,0.8622,-6.44,7.88,-0.06,27.05
4407,0.3317,-0.0225,0.8647,-6.5,7.97,-0.02,27.04
4417,0.3318,-0.0232,0.8638,-6.56,7.83,-0.03,27.06
4427,0.3341,-0.0227,0.8668,-6.5,7.86,-0.09,27.04
4437,0.3313,-0.0232,0.8622,-6.49,7.86,-0.08,27.04
4447,0.3331,-0.0222,0.86,-6.49,7.86,-0.06,27.02
4457,0.3325,-0.0244,0.8643,-6.6,7.91,-0.08,27.04
4467,0.3325,-0.0253,0.866,-6.55,7.85,-0.05,27.06
4477,0.3322,-0.0199,0.8658,-6.55,7.92,0.03,27.05
4487,0.3353,-0.0236,0.8619,-6.56,7.85,-0.06,27.06
4497,0.3329,-0.0222,0.8638,-6.53,7.88,-0.03,27.05
4507,0.3346,-0.022,0.864,-6.56,7.89,-0.08,27.03
4517,0.3341,-0.0215,0.8632,-6.5,7.88,-0.08,27.02
4527,0.3344,-0.0232,0.8611,-6.49,7.85,-0.06,27.05
4537,0.3344,-0.0232,0.8618,-6.55,7.88,-0.08,27.06
4547,0.3337,-0.0243,0.8612,-6.6,7.91,-0.06,27.06
4557,0.3333,-0.0243,0.8651,-6.53,7.88,-0.09,27.04
4567,0.3357,-0.0192,0.8655,-6.52,7.86,-0.06,27.05
4577,0.3369,-0.0232,0.8629,-6.47,7.86,0.02,27.07
4587,0.3325,-0.0243,0.8629,-6.41,7.85,0.0,27.08
4597,0.3324,-0.0243,0.8606,-6.47,7.85,-0.02,27.05
4607,0.3352,-0.0222,0.865,-6.47,7.88,-0.02,27.06
4617,0.3341,-0.024,0.8674,-6.47,7.86,-0.03,27.05
4627,0.3326,-0.0236,0.8644,-6.55,7.91,-0.09,27.05
4637,0.3333,-0.0228,0.8644,-6.53,7.86,0.0,27.06
