t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
2326,0.0741,-0.2766,0.8573,-5.71,7.6,-0.03,19.46
2337,0.073,-0.2748,0.856,-5.86,7.68,0.0,19.48
2347,0.0724,-0.2743,0.8575,-5.85,7.86,0.09,19.49
2357,0.0714,-0.2732,0.8549,-6.0,7.71,-0.05,19.46
2367,0.073,-0.2723,0.8589,-5.97,7.69,0.0,19.48
2377,0.074,-0.2751,0.8566,-5.88,7.65,-0.12,19.48
2387,0.0728,-0.2712,0.859,-5.86,7.59,-0.08,19.47
2397,0.0762,-0.2671,0.8567,-5.89,7.56,-0.03,19.51
2407,0.0707,-0.2733,0.8597,-6.17,7.71,-0.03,19.48
2417,0.071,-0.2772,0.8535,-6.05,7.74,-0.06,19.47
2427,0.073,-0.2738,0.8561,-5.94,7.73,0.02,19.5
2437,0.072,-0.2755,0.8552,-5.91,7.62,-0.02,19.47
2447,0.0728,-0.2781,0.8562,-5.88,7.6,-0.03,19.46
2457,0.0743,-0.2781,0.8611,-5.97,7.65,0.03,19.49
2467,0.0739,-0.2799,0.8583,-6.03,7.74,0.0,19.48
2477,0.0723,-0.2783,0.8552,-6.05,7.71,-0.11,19.48
2487,0.0735,-0.2803,0.8556,-5.97,7.74,0.0,19.48
2497,0.0736,-0.2815,0.8563,-5.89,7.63,-0.02,19.47
2507,0.0735,-0.2795,0.8607,-5.77,7.56,-0.05,19.47
2517,0.0735,-0.2765,0.858,-5.85,7.65,0.0,19.49
2527,0.0739,-0.2773,0.8552,-5.92,7.68,-0.12,19.5
2537,0.0743,-0.2822,0.8569,-5.91,7.79,0.0,19.5
2547,0.0736,-0.2787,0.861,-5.91,7.62,-0.09,19.49
2557,0.0696,-0.2782,0.8569,-5.82,7.57,0.02,19.48
2567,0.0748,-0.2756,0.8534,-5.97,7.54,-0.11,19.48
2577,0.0728,-0.2743,0.8567,-5.95,7.54,-0.09,19.47
2587,0.0747,-0.2773,0.8536,-5.95,7.73,-0.05,19.45
2597,0.0736,-0.2765,0.8574,-5.95,7.68,0.0,19.48
2607,0.0752,-0.2728,0.8571,-5.92,7.66,0.0,19.47
2617,0.0759,-0.2737,0.859,-5.82,7.66,0.03,19.5
2627,0.074,-0.2745,0.8604,-5.79,7.69,0.08,19.5
2637,0.0692,-0.2729,0.8619,-5.92,7.62,-0.09,19.47
2647,0.0745,-0.274,0.8584,-6.08,7.71,-0.02,19.5
2657,0.0713,-0.2729,0.8595,-6.06,7.68,-0.03,19.49
2667,0.0732,-0.276,0.861,-6.02,7.6,0.02,19.49
2677,0.0732,-0.2747,0.8545,-5.94,7.59,0.03,19.51
2687,0.0754,-0.2723,0.8551,-5.97,7.73,-0.06,19.51
2697,0.0706,-0.276,0.8577,-5.95,7.69,-0.05,19.49
2707,0.073,-0.277,0.8523,-5.97,7.77,-0.08,19.5
2717,0.0699,-0.2793,0.8622,-5.97,7.71,-0.08,19.51
2727,0.0719,-0.276,0.8605,-5.98,7.66,0.06,19.51
2737,0.0714,-0.28,0.8596,-5.97,7.56,0.05,19.49
2747,0.0732,-0.2776,0.8534,-5.92,7.65,0.03,19.54
2757,0.0756,-0.2786,0.8575,-5.95,7.69,-0.09,19.52
2767,0.0739,-0.2772,0.8612,-5.95,7.68,-0.02,19.51
2777,0.0767,-0.2787,0.855,-5.83,7.68,0.0,19.54
2787,0.0735,-0.2804,0.8594,-5.91,7.71,-0.02,19.53
2797,0.0743,-0.2773,0.8553,-5.92,7.66,-0.03,19.53
2807,0.074,-0.2753,0.858,-5.89,7.63,-0.06,19.5
2817,0.0752,-0.2733,0.863,-6.0,7.66,-0.12,19.53
2827,0.0754,-0.2749,0.8639,-5.97,7.6,-0.02,19.53
2837,0.0718,-0.2742,0.8557,-5.95,7.65,-0.14,19.51
2847,0.0734,-0.2736,0.8582,-5.95,7.65,-0.06,19.52
2857,0.074,-0.2731,0.8558,-5.82,7.73,0.03,19.51
2867,0.0712,-0.2725,0.8575,-5.94,7.71,0.08,19.5
2877,0.0743,-0.2747,0.8624,-5.95,7.74,-0.06,19.52
2887,0.0725,-0.2762,0.8577,-6.06,7.69,-0.06,19.54
2897,0.0741,-0.2787,0.8593,-6.02,7.63,-0.08,19.53
2907,0.0759,-0.2764,0.8521,-5.92,7.68,-0.02,19.54
2917,0.0719,-0.272,0.8523,-5.98,7.57,-0.05,19.53
2927,0.0723,-0.2767,0.8539,-5.97,7.6,-0.11,19.54
2937,0.0731,-0.2775,0.8567,-6.05,7.66,0.0,19.53
2947,0.0753,-0.2734,0.8577,-5.89,7.73,-0.03,19.51
2957,0.075,-0.2734,0.8601,-5.8,7.62,0.0,19.53
2967,0.0734,-0.2739,0.8591,-5.91,7.57,-0.02,19.53
