t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
3271,0,0,0,-1000,-1000,-1000,0,252,0,0,0
4271,0,0,0,-1000,-1000,-1000,6693,252,0,0,1
5271,0,0,0,-1000,-1000,-1000,12815,252,0,0,1
6271,0,0,0,-1000,-1000,-1000,14292,252,0,0,1
7271,4074,4131,4123,22,22,22,15106,252,1,1,1
8271,4074,4131,4123,22,22,22,19334,253,1,1,1
9271,4074,4131,4123,22,22,22,19334,253,1,1,1
10271,4074,4131,4123,22,22,22,19334,253,1,1,1
11271,4074,4131,4123,22,22,22,19334,253,1,1,1
12271,4075,4131,4123,22,22,22,19334,253,1,1,1
13271,4075,4131,4123,22,22,22,19334,253,1,1,1
14271,4075,4131,4123,22,22,22,19334,253,1,1,1
15271,4075,4131,4123,22,22,22,19334,253,1,1,1
16271,4075,4131,4123,22,22,22,19334,253,1,1,1
17271,4075,4131,4123,22,22,22,19334,253,1,1,1
18271,4074,4131,4123,22,22,22,19334,253,1,1,1
19271,4074,4131,4123,22,22,22,19334,253,1,1,1
20271,4074,4131,4123,22,22,22,19334,253,1,1,1
21271,4074,4131,4123,22,22,22,19334,253,1,1,1
22271,4074,4131,4123,22,22,22,19334,253,1,1,1
23271,4074,4131,4123,22,22,22,19334,253,1,1,1
24271,4074,4131,4123,22,22,22,19334,253,1,1,1
25271,4074,4131,4123,22,22,22,19334,253,1,1,1
26271,4074,4131,4123,22,22,22,19334,253,1,1,1
27271,4074,4131,4123,22,22,22,19334,253,1,1,1
28271,4074,4131,4122,22,22,22,19334,253,1,1,1
29272,4074,4131,4123,22,22,22,19334,253,1,1,1
30272,4074,4131,4123,22,22,22,19334,253,1,1,1
31273,4074,4131,4123,22,22,22,19334,253,1,1,1
32273,4074,4131,4123,22,22,22,19334,253,1,1,1
33273,4074,4131,4123,22,22,22,19334,253,1,1,1
34273,4074,4131,4123,22,22,22,19334,253,1,1,1
35273,4074,4131,4123,22,22,22,19334,253,1,1,1
36273,4074,4131,4123,22,22,22,19334,253,1,1,1
37273,4074,4131,4123,22,22,22,19334,253,1,1,1
38273,4074,4131,4123,22,22,22,19334,253,1,1,1
39273,4074,4131,4123,22,22,22,19334,253,1,1,1
40273,4074,4131,4123,22,22,22,19334,253,1,1,1
41273,4074,4131,4123,22,22,22,19334,253,1,1,1
42273,4074,4131,4123,22,22,22,19334,253,1,1,1
43273,4074,4131,4123,22,22,22,19334,253,1,1,1
44273,4074,4131,4123,22,22,22,19334,253,1,1,1
45273,4074,4131,4123,22,22,22,24160,253,1,1,1
46273,4074,4131,4123,22,22,22,24160,253,1,1,1
47273,4074,4131,4123,22,22,22,24160,253,1,1,1
48273,4074,4131,4123,22,22,22,24160,253,1,1,1
49273,4074,4131,4123,22,22,22,24160,253,1,1,1
50273,4074,4131,4123,22,22,22,24160,253,1,1,1
51273,4074,4131,4123,22,22,22,24160,253,1,1,1
52273,4074,4131,4123,22,22,22,24160,253,1,1,1
53273,4074,4131,4123,22,22,22,24160,253,1,1,1
54273,4074,4131,4123,22,22,22,26819,253,1,1,1
55273,4074,4131,4123,22,22,22,26819,253,1,1,1
