t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3288,0.3425,-0.0079,0.8622,-6.38,7.79,-0.05,25.84
3298,0.3406,-0.0087,0.8619,-6.35,7.85,-0.06,25.83
3308,0.3395,-0.0092,0.8633,-6.34,7.85,-0.09,25.84
3318,0.3413,-0.0083,0.8657,-6.4,7.86,-0.03,25.82
3328,0.3424,-0.0101,0.8633,-6.4,7.85,-0.05,25.85
3338,0.3405,-0.0099,0.8627,-6.43,7.85,-0.02,25.84
3348,0.3384,-0.0094,0.8613,-6.43,7.76,-0.03,25.82
3358,0.3409,-0.0106,0.8618,-6.41,7.86,-0.02,25.85
3368,0.3398,-0.0066,0.863,-6.31,7.89,-0.02,25.86
3378,0.3385,-0.0094,0.8662,-6.35,7.83,-0.02,25.82
3388,0.3395,-0.0094,0.8593,-6.44,7.86,0.0,25.84
3398,0.3398,-0.0105,0.8584,-6.44,7.83,-0.06,25.85
3408,0.3405,-0.0089,0.8621,-6.32,7.8,-0.06,25.85
3418,0.3397,-0.0063,0.8629,-6.44,7.86,-0.05,25.84
3428,0.3409,-0.0072,0.8652,-6.37,7.82,-0.06,25.86
3438,0.3417,-0.0076,0.8595,-6.44,7.79,0.11,25.85
3448,0.3407,-0.0107,0.8595,-6.29,7.89,-0.03,25.85
3458,0.3396,-0.0094,0.861,-6.44,7.83,-0.06,25.85
3469,0.3395,-0.0071,0.8635,-6.41,7.83,-0.03,25.84
3479,0.3428,-0.0084,0.861,-6.37,7.88,0.02,25.86
3489,0.3409,-0.0073,0.8632,-6.4,7.91,-0.03,25.84
3499,0.3395,-0.0087,0.8613,-6.46,7.89,0.05,25.87
3509,0.3425,-0.0072,0.8633,-6.37,7.91,-0.02,25.85
3519,0.3402,-0.0078,0.8607,-6.4,7.92,-0.02,25.85
3529,0.3405,-0.009,0.8645,-6.46,7.88,-0.02,25.85
3539,0.342,-0.0079,0.8623,-6.38,7.83,-0.03,25.89
3549,0.3433,-0.0106,0.8629,-6.35,7.88,-0.05,25.86
3559,0.3408,-0.0087,0.8634,-6.38,7.76,-0.08,25.85
3569,0.3401,-0.0074,0.8608,-6.32,7.88,0.0,25.84
3579,0.342,-0.011,0.8651,-6.44,7.85,0.0,25.87
3589,0.3405,-0.009,0.8622,-6.38,7.74,-0.05,25.88
3599,0.3412,-0.0096,0.8638,-6.5,7.82,0.06,25.87
3609,0.3411,-0.0101,0.8608,-6.44,7.8,-0.08,25.88
3619,0.3401,-0.0089,0.86,-6.35,7.85,0.06,25.88
3629,0.3417,-0.0107,0.8628,-6.34,7.86,0.05,25.88
3639,0.3406,-0.0081,0.8616,-6.4,7.86,0.0,25.89
3649,0.34,-0.0089,0.8634,-6.38,7.88,-0.06,25.89
3659,0.3405,-0.0109,0.8624,-6.38,7.88,-0.03,25.87
3669,0.339,-0.011,0.8621,-6.34,7.82,-0.05,25.86
3679,0.3405,-0.0125,0.8638,-6.37,7.77,-0.05,25.89
3690,0.3392,-0.0103,0.8628,-6.43,7.86,-0.03,25.89
3700,0.3379,-0.007,0.8647,-6.4,7.83,0.0,25.87
3710,0.3389,-0.0096,0.8619,-6.35,7.77,0.0,25.87
3720,0.3427,-0.0088,0.8641,-6.35,7.76,-0.05,25.89
3730,0.3385,-0.0082,0.8638,-6.41,7.89,-0.09,25.86
3740,0.3395,-0.0115,0.8608,-6.4,7.85,-0.06,25.87
3750,0.3394,-0.0077,0.8632,-6.4,7.8,0.02,25.89
3760,0.3401,-0.0068,0.8618,-6.35,7.88,-0.03,25.89
3770,0.3418,-0.0074,0.8621,-6.47,7.79,-0.02,25.9
3781,0.3406,-0.0082,0.8601,-6.4,7.83,0.0,25.87
3791,0.3386,-0.0082,0.8616,-6.38,7.76,-0.06,25.89
3801,0.3405,-0.0127,0.8628,-6.35,7.89,-0.08,25.88
3811,0.3408,-0.0093,0.8658,-6.38,7.89,-0.08,25.89
3821,0.3406,-0.0078,0.8654,-6.4,7.8,-0.02,25.88
3831,0.3409,-0.0081,0.8571,-6.37,7.85,-0.03,25.87
3841,0.3412,-0.0081,0.8616,-6.41,7.88,-0.03,25.89
3851,0.3409,-0.0107,0.8572,-6.37,7.77,-0.03,25.86
3861,0.3408,-0.0083,0.861,-6.43,7.83,-0.03,25.89
3871,0.3434,-0.0094,0.8621,-6.37,7.85,-0.02,25.88
3881,0.3422,-0.0112,0.8645,-6.37,7.83,-0.05,25.89
3891,0.3422,-0.0093,0.865,-6.47,7.85,0.05,25.9
3901,0.3398,-0.0093,0.8672,-6.38,7.86,0.03,25.89
3911,0.3401,-0.009,0.866,-6.34,7.85,0.02,25.88
3921,0.3424,-0.0061,0.8656,-6.43,7.8,-0.05,25.87
3931,0.3396,-0.0085,0.86,-6.38,7.85,-0.02,25.87
3941,0.3394,-0.0078,0.8597,-6.4,7.86,0.0,25.89
3951,0.3413,-0.0094,0.8629,-6.38,7.82,-0.05,25.89
3961,0.338,-0.0111,0.863,-6.44,7.82,0.06,25.89
3971,0.3407,-0.0079,0.8632,-6.34,7.83,0.08,25.92
3981,0.3398,-0.0093,0.8618,-6.34,7.8,-0.05,25.88
