t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3283,0.3265,-0.0273,0.8627,-6.56,7.95,0.0,28.12
3294,0.3289,-0.027,0.8636,-6.63,7.94,-0.11,28.12
3304,0.3281,-0.0282,0.8638,-6.53,7.91,-0.08,28.15
3314,0.329,-0.0283,0.8591,-6.53,7.97,-0.09,28.14
3324,0.3306,-0.028,0.8634,-6.47,7.94,-0.09,28.14
3334,0.3281,-0.0264,0.8658,-6.5,7.95,-0.03,28.14
3344,0.3286,-0.0245,0.8657,-6.56,7.94,-0.03,28.14
3354,0.33,-0.0261,0.8618,-6.6,7.97,-0.03,28.14
3364,0.3284,-0.0286,0.8613,-6.6,7.92,-0.02,28.15
3374,0.3267,-0.0251,0.8627,-6.58,7.92,-0.05,28.14
3384,0.3259,-0.0251,0.8624,-6.52,8.02,0.03,28.12
3394,0.3298,-0.0239,0.8635,-6.55,7.89,-0.05,28.13
3404,0.3265,-0.0261,0.8638,-6.61,7.88,0.02,28.16
3414,0.3282,-0.0265,0.8641,-6.58,7.97,-0.09,28.13
3424,0.3289,-0.0245,0.8624,-6.55,7.89,-0.02,28.15
3434,0.3297,-0.0262,0.8627,-6.61,7.98,-0.05,28.15
3444,0.3273,-0.026,0.8615,-6.49,7.94,-0.05,28.13
3454,0.3279,-0.0251,0.8607,-6.6,7.89,-0.05,28.16
3464,0.3285,-0.0282,0.8624,-6.61,7.89,0.02,28.14
3474,0.328,-0.0262,0.8649,-6.6,7.89,-0.02,28.17
3485,0.3252,-0.0272,0.8638,-6.56,7.91,-0.05,28.14
3495,0.3271,-0.0234,0.866,-6.6,7.94,0.02,28.16
3505,0.3265,-0.0238,0.8657,-6.56,7.97,0.0,28.15
3515,0.3264,-0.0244,0.8682,-6.56,7.86,0.0,28.14
3525,0.3273,-0.0238,0.8627,-6.6,7.94,-0.02,28.13
3535,0.3304,-0.0236,0.8644,-6.61,7.94,-0.06,28.16
3545,0.3303,-0.025,0.8663,-6.55,7.94,-0.02,28.17
3555,0.3289,-0.0251,0.8611,-6.6,7.98,-0.03,28.14
3565,0.3329,-0.0275,0.8611,-6.58,7.8,0.0,28.15
3575,0.3323,-0.0254,0.8616,-6.64,7.88,-0.02,28.15
3585,0.3269,-0.028,0.8671,-6.67,7.91,-0.06,28.17
3595,0.3256,-0.0266,0.8678,-6.6,7.92,-0.08,28.16
3605,0.3298,-0.0234,0.8691,-6.55,7.91,-0.05,28.15
3615,0.3301,-0.0233,0.8625,-6.55,7.94,-0.08,28.16
3625,0.3286,-0.0249,0.8629,-6.52,7.89,-0.06,28.17
3635,0.3278,-0.0247,0.8651,-6.63,7.86,0.0,28.18
3645,0.3295,-0.027,0.8627,-6.52,7.94,0.0,28.17
3655,0.3279,-0.0234,0.8636,-6.61,7.94,-0.08,28.16
3665,0.327,-0.0272,0.8656,-6.63,7.98,-0.08,28.16
3675,0.3262,-0.0249,0.8649,-6.63,7.92,-0.11,28.15
3685,0.3279,-0.0258,0.8629,-6.55,7.95,-0.02,28.15
3696,0.329,-0.0248,0.8606,-6.52,7.86,-0.03,28.14
3706,0.3284,-0.0251,0.8617,-6.47,7.94,0.0,28.16
3716,0.3285,-0.0248,0.8645,-6.61,7.95,-0.09,28.13
3726,0.3307,-0.024,0.8646,-6.52,7.97,-0.06,28.18
3736,0.3304,-0.0245,0.865,-6.61,7.94,0.03,28.17
3746,0.3291,-0.0226,0.8638,-6.6,7.89,-0.09,28.16
3756,0.3271,-0.0255,0.8645,-6.58,7.95,0.0,28.19
3766,0.329,-0.0251,0.8643,-6.61,7.85,0.0,28.17
3776,0.3287,-0.0248,0.8666,-6.55,7.94,-0.02,28.18
