t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
3280,0,0,0,-1000,-1000,-1000,65535,0,0,0,0
4280,0,0,0,-1000,-1000,-1000,2003,252,0,0,1
5280,0,0,0,-1000,-1000,-1000,3200,252,0,0,1
6280,0,0,0,-1000,-1000,-1000,3282,252,0,0,1
7280,4070,4126,4118,-1000,-1000,-1000,3403,252,1,0,1
8280,4070,4126,4118,23,24,24,3443,252,1,1,1
9280,4070,4126,4118,23,24,24,3514,252,1,1,1
10280,4070,4126,4118,23,24,24,3589,252,1,1,1
11280,4070,4126,4118,23,24,24,4652,253,1,1,1
12281,4070,4126,4118,23,24,24,4652,253,1,1,1
13281,4070,4126,4118,23,24,24,4652,253,1,1,1
14281,4070,4126,4118,23,24,24,4652,253,1,1,1
15281,4070,4126,4118,23,24,24,4652,253,1,1,1
16281,4070,4126,4118,23,24,24,4652,253,1,1,1
17281,4070,4126,4118,23,24,24,4652,253,1,1,1
18281,4070,4126,4118,23,24,24,4652,253,1,1,1
19281,4070,4126,4118,23,24,24,4652,253,1,1,1
20281,4070,4126,4118,23,24,24,4652,253,1,1,1
21281,4070,4126,4118,23,24,24,4652,253,1,1,1
22281,4070,4126,4118,23,24,24,4652,253,1,1,1
23281,4070,4126,4118,23,24,24,4652,253,1,1,1
24281,4070,4126,4118,23,24,24,4652,253,1,1,1
25281,4070,4126,4118,23,24,24,4652,253,1,1,1
26281,4070,4126,4118,23,24,24,4652,253,1,1,1
27281,4071,4126,4118,23,24,24,4652,253,1,1,1
28281,4070,4126,4118,23,24,24,4652,253,1,1,1
29281,4071,4126,4118,23,24,24,4652,253,1,1,1
30281,4071,4126,4118,23,24,24,4652,253,1,1,1
31281,4071,4126,4118,23,24,24,4652,253,1,1,1
32281,4071,4126,4118,23,24,24,4652,253,1,1,1
