t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3280,0.3324,-0.0253,0.8628,-6.09,7.79,-0.05,21.74
3290,0.3357,-0.0234,0.8618,-6.08,7.74,-0.09,21.75
3301,0.3358,-0.0232,0.8625,-6.05,7.76,-0.12,21.74
3311,0.3344,-0.0244,0.864,-6.12,7.73,-0.11,21.74
3321,0.3339,-0.0244,0.8619,-6.06,7.77,-0.02,21.74
3331,0.3333,-0.0219,0.8604,-6.18,7.77,0.02,21.73
3341,0.335,-0.0234,0.8632,-6.15,7.74,-0.09,21.75
3351,0.3324,-0.0233,0.8611,-6.11,7.79,-0.03,21.75
3361,0.3342,-0.0238,0.863,-6.12,7.74,-0.09,21.76
3371,0.3353,-0.0226,0.8618,-6.08,7.79,-0.06,21.76
3381,0.3328,-0.0273,0.8599,-6.08,7.74,-0.06,21.76
3391,0.3345,-0.0238,0.8604,-6.08,7.73,-0.11,21.75
3401,0.3331,-0.0242,0.8625,-6.12,7.76,-0.08,21.74
3411,0.334,-0.024,0.8628,-6.06,7.76,-0.03,21.77
3421,0.3334,-0.0251,0.859,-6.12,7.79,-0.02,21.76
3431,0.3353,-0.022,0.8597,-6.06,7.73,-0.03,21.74
3441,0.3337,-0.0233,0.861,-6.09,7.82,-0.03,21.74
3451,0.3331,-0.0233,0.8608,-6.17,7.77,-0.05,21.77
3461,0.3336,-0.0228,0.8612,-6.11,7.73,-0.03,21.78
3471,0.3334,-0.0226,0.8616,-6.0,7.79,-0.05,21.74
3481,0.338,-0.0243,0.8602,-6.12,7.74,-0.14,21.77
3491,0.3339,-0.0238,0.8553,-6.12,7.69,-0.05,21.75
3501,0.3323,-0.024,0.863,-6.12,7.71,-0.03,21.76
3511,0.3337,-0.024,0.8594,-6.08,7.77,-0.09,21.79
3521,0.3347,-0.026,0.8612,-6.18,7.79,-0.11,21.78
3531,0.3337,-0.0243,0.8649,-6.2,7.79,-0.06,21.76
3541,0.3354,-0.0244,0.8618,-6.15,7.85,0.02,21.79
