t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
2261,0.0673,-0.2827,0.8563,-5.66,8.81,-0.08,19.77
2271,0.0665,-0.283,0.8575,-6.03,8.6,-0.12,19.82
2281,0.0634,-0.2859,0.8601,-6.2,7.89,-0.21,19.78
2291,0.0635,-0.2875,0.8577,-6.2,7.08,-0.27,19.8
2301,0.0697,-0.285,0.8572,-6.27,6.89,-0.32,19.79
2311,0.0698,-0.283,0.8541,-6.4,7.05,-0.31,19.8
2321,0.0676,-0.2827,0.8481,-6.46,7.79,-0.31,19.78
2331,0.0651,-0.2871,0.8414,-6.27,8.66,-0.41,19.79
2341,0.0739,-0.2861,0.8507,-5.24,7.66,-0.21,19.79
2351,0.0707,-0.2805,0.8522,-5.22,7.97,0.0,19.78
2361,0.0624,-0.2822,0.8638,-5.76,8.12,-0.23,19.79
2371,0.0629,-0.28,0.8685,-6.2,8.37,-0.35,19.78
2381,0.0656,-0.2811,0.8635,-6.31,7.62,-0.23,19.78
2391,0.0664,-0.2826,0.8564,-6.14,7.11,-0.32,19.79
2401,0.0669,-0.2802,0.8496,-6.02,6.37,-0.26,19.8
2411,0.0732,-0.2789,0.8514,-5.89,7.08,-0.15,19.8
2421,0.0714,-0.2767,0.8491,-6.18,8.06,-0.02,19.79
2431,0.0721,-0.2817,0.8464,-6.34,8.56,0.06,19.79
2441,0.0671,-0.2806,0.8536,-6.15,8.95,0.08,19.8
2451,0.062,-0.2842,0.8597,-6.03,8.47,0.14,19.81
2461,0.0613,-0.2856,0.8656,-5.6,7.33,0.0,19.79
2471,0.0657,-0.2843,0.8689,-5.77,6.63,-0.27,19.82
2481,0.0704,-0.2794,0.8553,-6.24,6.79,-0.35,19.79
2491,0.0699,-0.2849,0.8529,-6.85,7.53,-0.32,19.8
2501,0.0701,-0.2817,0.8472,-6.81,8.14,-0.06,19.82
2511,0.0669,-0.2842,0.8459,-6.17,8.37,0.05,19.78
2521,0.0654,-0.2867,0.8499,-5.54,8.34,0.09,19.8
