t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
3289,0,0,0,-1000,-1000,-1000,65535,0,0,0,0
4289,0,0,0,-1000,-1000,-1000,5538,252,0,0,1
5289,0,0,0,-1000,-1000,-1000,9834,252,0,0,1
6289,0,0,0,-1000,-1000,-1000,12805,252,0,0,1
7289,3723,3777,3771,20,20,20,14367,252,1,1,1
8289,3723,3777,3771,20,20,20,2014,252,1,1,1
9289,3723,3777,3771,20,20,20,64255,252,1,1,1
10289,3723,3777,3771,20,20,20,44647,252,1,1,1
11289,3723,3777,3771,20,20,20,34007,252,1,1,1
12289,3723,3777,3771,20,20,20,30235,252,1,1,1
13289,3723,3777,3771,20,20,20,28896,252,1,1,1
14289,3723,3777,3771,20,20,20,38843,253,1,1,1
15289,3723,3777,3771,20,20,20,38843,253,1,1,1
16289,3723,3777,3771,20,20,20,38843,253,1,1,1
17289,3723,3777,3771,19,20,20,38843,253,1,1,1
18289,3723,3777,3771,19,20,20,38843,253,1,1,1
19289,3723,3777,3771,19,20,20,38843,253,1,1,1
20289,3723,3777,3771,19,20,20,38843,253,1,1,1
21289,3723,3777,3771,19,20,20,38843,253,1,1,1
22289,3723,3777,3771,19,20,20,38843,253,1,1,1
23289,3723,3777,3771,19,20,20,38843,253,1,1,1
24289,3723,3777,3771,19,20,20,38843,253,1,1,1
25289,3723,3777,3771,19,20,20,38843,253,1,1,1
26289,3723,3777,3771,19,20,20,38843,253,1,1,1
27289,3722,3776,3771,19,20,20,38843,253,1,1,1
28289,3723,3776,3771,19,20,20,38843,253,1,1,1
29289,3723,3777,3771,19,20,20,38843,253,1,1,1
30289,3723,3777,3771,19,20,20,38843,253,1,1,1
31289,3723,3777,3771,19,20,20,38843,253,1,1,1
32289,3723,3777,3771,19,20,20,38843,253,1,1,1
33289,3723,3777,3771,19,20,20,38843,253,1,1,1
34289,3723,3777,3771,19,20,20,38843,253,1,1,1
35289,3723,3777,3771,19,20,20,38843,253,1,1,1
36289,3723,3777,3771,19,20,20,38843,253,1,1,1
37289,3722,3776,3770,19,20,20,38843,253,1,1,1
38289,3722,3776,3770,19,20,20,38843,253,1,1,1
39289,3722,3776,3770,19,20,20,38843,253,1,1,1
40289,3721,3775,3770,19,20,20,38843,253,1,1,1
41289,3721,3775,3770,19,20,20,38843,253,1,1,1
42289,3718,3772,3766,19,20,20,38843,253,1,1,1
43290,3718,3772,3766,19,20,20,38843,253,1,1,1
44290,3718,3772,3766,19,20,20,38843,253,1,1,1
45290,3718,3772,3766,19,20,20,38843,253,1,1,1
46290,3718,3772,3766,19,20,20,38843,253,1,1,1
47290,3721,3774,3769,19,20,20,38843,253,1,1,1
48290,3720,3774,3769,19,20,20,38843,253,1,1,1
49290,3720,3774,3769,19,20,20,38843,253,1,1,1
50292,3720,3774,3768,19,20,20,38843,253,1,1,1
51292,3717,3771,3765,19,20,20,38843,253,1,1,1
52292,3721,3774,3769,19,20,20,38843,253,1,1,1
53292,3721,3774,3769,19,20,20,38843,253,1,1,1
54292,3721,3774,3769,19,20,20,38843,253,1,1,1
55292,3721,3774,3769,19,20,20,38843,253,1,1,1
56292,3721,3774,3769,19,20,20,38843,253,1,1,1
57292,3720,3774,3768,19,20,20,38843,253,1,1,1
58292,3720,3774,3768,19,20,20,38843,253,1,1,1
59293,3720,3774,3769,19,20,20,38843,253,1,1,1
60296,3694,3749,3744,19,20,20,38843,253,1,1,1
61296,3720,3774,3769,19,20,20,38843,253,1,1,1
62296,3720,3774,3768,19,20,20,38843,253,1,1,1
63296,3720,3774,3768,19,20,20,38843,253,1,1,1
64296,3720,3774,3768,19,20,20,38400,253,1,1,1
65296,3720,3774,3768,19,20,20,38400,253,1,1,1
66296,3720,3774,3768,19,20,20,38400,253,1,1,1
67296,3721,3775,3769,19,20,20,38400,253,1,1,1
68296,3721,3775,3769,19,20,20,38400,253,1,1,1
69296,3721,3775,3770,19,20,20,38400,253,1,1,1
70297,3721,3775,3770,19,20,20,38400,253,1,1,1
71297,3721,3775,3770,19,20,20,38400,253,1,1,1
72297,3721,3775,3770,19,20,20,38400,253,1,1,1
73297,3721,3775,3770,19,20,20,38400,253,1,1,1
74297,3721,3775,3770,19,20,20,38400,253,1,1,1
75297,3721,3775,3770,19,20,20,38400,253,1,1,1
76297,3721,3775,3770,19,20,20,38400,253,1,1,1
77297,3722,3775,3770,19,20,20,38400,253,1,1,1
78297,3722,3775,3770,19,20,20,38400,253,1,1,1
79297,3722,3775,3770,19,20,20,38400,253,1,1,1
80297,3722,3776,3770,19,20,20,38400,253,1,1,1
81297,3722,3776,3770,19,20,20,38146,253,1,1,1
82297,3722,3776,3770,19,20,20,38146,253,1,1,1
83297,3722,3776,3770,19,20,20,38146,253,1,1,1
84297,3722,3776,3770,19,20,20,38146,253,1,1,1
85297,3722,3776,3770,19,20,20,38146,253,1,1,1
86297,3722,3776,3770,19,20,20,38146,253,1,1,1
87297,3722,3776,3770,19,20,20,38146,253,1,1,1
88297,3722,3776,3770,19,20,20,38146,253,1,1,1
89297,3722,3776,3770,19,20,20,38146,253,1,1,1
90297,3722,3776,3770,19,20,20,38146,253,1,1,1
91297,3722,3776,3770,19,20,20,38146,253,1,1,1
92297,3722,3776,3770,19,20,20,38146,253,1,1,1
