t_ms,apps1_pct,apps2_pct,pedal_pct,desired_torque_nm,power_kw,speed_mph,glv_voltage_v,inverter_temp_c,motor_temp_c,soc_pct,battery_temp_c,bms_flags_hex,bms_fault_code,imd_warn_alarms_hex,pm100_post_faults_hex,pm100_run_faults_hex,fan_duty_pct,rtd_state
3225,0.1,3.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0x00,0,0x0000,0x00000000,0x00000000,20,FAULT_BLOCKED
3325,0.2,3.5,0.0,0.0,0.0,0,12.77,17.2,0.0,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
3426,0.1,3.5,0.0,0.0,0.0,0,12.8,17.2,19.1,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
3526,0.2,3.5,0.0,0.0,0.0,0,12.8,17.3,18.6,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
3626,0.2,3.5,0.0,0.0,0.0,0,12.8,17.3,18.6,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
3726,0.2,3.5,0.0,0.0,0.0,0,12.79,17.3,18.4,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
3826,0.2,3.5,0.0,0.0,0.0,0,12.81,17.2,18.4,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
3926,0.1,3.5,0.0,0.0,0.0,0,12.8,17.2,18.7,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
4026,0.2,3.5,0.0,0.0,0.0,0,12.8,17.2,18.4,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
4126,0.2,3.5,0.0,0.0,0.0,0,12.81,17.2,18.6,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
4227,0.2,3.4,0.0,0.0,0.0,0,12.81,17.2,18.4,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
4327,0.2,3.5,0.0,0.0,0.0,0,12.83,17.2,18.4,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
4427,0.1,3.5,0.0,0.0,0.0,0,12.82,17.2,18.7,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
4527,0.2,3.5,0.0,0.0,0.0,0,12.82,17.2,18.7,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
4627,0.1,3.5,0.0,0.0,0.0,0,12.81,17.2,18.6,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
4727,0.2,3.5,0.0,0.0,0.0,0,12.8,17.3,18.6,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
4827,0.2,3.5,0.0,0.0,0.0,0,12.79,17.3,18.3,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
4927,0.2,3.5,0.0,0.0,0.0,0,12.8,17.3,18.4,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
5027,0.2,3.5,0.0,0.0,0.0,0,12.81,17.3,18.7,0,0,0x00,0,0x0000,0x00000000,0x00000800,20,FAULT_BLOCKED
