t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3291,0.3365,-0.0223,0.8655,-6.44,7.8,-0.06,26.58
3307,0.3319,-0.0244,0.8627,-6.44,7.85,-0.05,26.59
3317,0.3334,-0.0265,0.8666,-6.46,7.83,-0.08,26.56
3327,0.3336,-0.0227,0.8639,-6.46,7.8,-0.11,26.56
3337,0.3352,-0.0229,0.8647,-6.52,7.83,-0.03,26.57
3347,0.3352,-0.0229,0.8649,-6.49,7.86,-0.02,26.57
3357,0.3307,-0.0222,0.8654,-6.47,7.88,-0.03,26.58
3367,0.3325,-0.0253,0.8652,-6.49,7.94,-0.02,26.59
3377,0.3303,-0.0227,0.8668,-6.49,7.88,0.02,26.59
3389,0.3347,-0.0221,0.8665,-6.5,7.86,0.0,26.59
3399,0.3323,-0.0223,0.8688,-6.43,7.8,-0.03,26.59
3409,0.3336,-0.0208,0.8645,-6.58,7.88,0.0,26.58
3419,0.3318,-0.0267,0.8655,-6.49,7.83,-0.09,26.58
3429,0.334,-0.025,0.8662,-6.52,7.89,-0.08,26.57
3439,0.3344,-0.0219,0.8621,-6.55,7.88,0.0,26.59
3449,0.3354,-0.0239,0.863,-6.5,7.94,-0.05,26.59
3459,0.335,-0.0265,0.8673,-6.55,7.89,-0.08,26.57
3469,0.3317,-0.0248,0.8628,-6.55,7.8,-0.03,26.58
3479,0.3334,-0.0211,0.8682,-6.5,7.85,-0.11,26.58
3489,0.3347,-0.0221,0.8657,-6.53,7.85,-0.11,26.59
3499,0.3367,-0.0243,0.8629,-6.55,7.86,-0.05,26.57
3509,0.335,-0.0229,0.8676,-6.55,7.82,0.03,26.59
3519,0.3346,-0.0227,0.8616,-6.5,7.91,-0.03,26.58
3529,0.3335,-0.0236,0.8615,-6.41,7.92,-0.02,26.58
3539,0.3337,-0.0233,0.8668,-6.46,7.88,-0.02,26.59
3549,0.3353,-0.0197,0.8646,-6.46,7.8,-0.03,26.57
3559,0.3354,-0.0215,0.8596,-6.5,7.89,-0.08,26.59
3569,0.3335,-0.0219,0.8636,-6.49,7.77,-0.09,26.61
3579,0.3357,-0.0227,0.8615,-6.52,7.85,-0.05,26.6
3589,0.334,-0.0225,0.8649,-6.49,7.94,-0.02,26.59
