t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3285,0.2107,-0.0143,0.8872,-6.87,7.98,-0.05,30.64
3295,0.2104,-0.0172,0.8878,-6.73,7.92,0.02,30.65
3305,0.2141,-0.0125,0.8842,-6.84,7.92,-0.03,30.66
3315,0.2178,-0.0227,0.8923,-6.78,8.0,-0.15,30.67
3325,0.2157,-0.0159,0.8868,-6.82,7.97,0.02,30.66
3335,0.2145,-0.0226,0.8881,-6.75,7.98,0.0,30.67
3345,0.2134,-0.0171,0.8915,-6.9,7.86,-0.05,30.68
3355,0.2131,-0.0151,0.8813,-6.9,8.02,0.0,30.68
3365,0.2106,-0.0199,0.8915,-6.78,7.95,-0.05,30.69
3375,0.2144,-0.0154,0.8884,-6.82,7.92,-0.06,30.68
3385,0.2054,-0.0184,0.8942,-6.87,8.03,-0.05,30.67
3396,0.2113,-0.0187,0.8867,-6.76,8.03,-0.08,30.64
3406,0.2134,-0.0212,0.89,-6.81,7.98,-0.03,30.7
3416,0.2148,-0.0168,0.8933,-6.75,7.95,-0.03,30.67
3426,0.218,-0.0216,0.8942,-6.78,8.0,-0.08,30.69
3436,0.2168,-0.0177,0.8879,-6.82,7.88,0.0,30.68
3446,0.2175,-0.0184,0.8884,-6.79,7.95,-0.06,30.68
3456,0.2152,-0.0187,0.8888,-6.82,7.88,-0.06,30.69
3466,0.2115,-0.021,0.8895,-6.87,8.02,-0.05,30.67
3476,0.2136,-0.0195,0.8911,-6.73,7.98,-0.14,30.67
3488,0.2119,-0.0173,0.8875,-6.72,7.94,-0.08,30.67
3498,0.2119,-0.0182,0.8929,-6.89,8.02,-0.08,30.67
3508,0.2119,-0.0139,0.8887,-6.78,7.97,0.02,30.7
3518,0.2102,-0.0156,0.8881,-6.79,7.98,-0.05,30.68
3528,0.2126,-0.0135,0.8896,-6.75,7.98,0.0,30.67
3538,0.2086,0.0034,0.8824,-6.73,8.03,0.08,30.67
