t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
3273,0,0,0,-1000,-1000,-1000,65535,0,0,0,0
4273,0,0,0,-1000,-1000,-1000,7347,252,0,0,1
5273,0,0,0,-1000,-1000,-1000,10175,252,0,0,1
6273,0,0,0,-1000,-1000,-1000,12219,252,0,0,1
7273,3731,3780,3775,21,21,21,13874,252,1,1,1
8273,3731,3780,3775,21,21,21,14748,252,1,1,1
9273,3731,3780,3775,21,21,21,15401,252,1,1,1
10273,3731,3780,3775,21,21,21,15822,252,1,1,1
11273,3731,3780,3775,21,21,21,20939,253,1,1,1
12273,3731,3780,3775,21,21,21,20939,253,1,1,1
13273,3731,3780,3775,21,21,21,20939,253,1,1,1
