t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3280,0.2173,-0.0432,0.8861,-6.78,7.91,-0.09,31.09
3291,0.2159,-0.0397,0.8878,-6.76,7.83,0.0,31.08
3301,0.2217,-0.0326,0.8932,-6.79,7.95,0.0,31.08
3311,0.2196,-0.0348,0.886,-6.76,7.89,-0.03,31.08
3321,0.2175,-0.0345,0.8881,-6.78,7.95,0.08,31.09
3331,0.2173,-0.0326,0.8885,-6.81,7.86,0.0,31.1
3341,0.2179,-0.0347,0.8906,-6.9,7.94,-0.05,31.09
3351,0.2205,-0.0369,0.8848,-6.79,8.02,-0.05,31.1
3361,0.2172,-0.0343,0.8854,-6.81,7.94,-0.11,31.09
3371,0.2196,-0.0336,0.8896,-6.78,7.98,-0.02,31.1
3381,0.218,-0.0293,0.8883,-6.76,8.05,-0.03,31.1
3391,0.2178,-0.0319,0.8856,-6.75,7.98,-0.05,31.09
3401,0.2196,-0.0287,0.8921,-6.84,7.94,-0.02,31.08
3411,0.2192,-0.0327,0.886,-6.81,8.05,-0.06,31.11
3421,0.2173,-0.0345,0.8895,-6.78,7.98,-0.03,31.11
3431,0.2172,-0.0374,0.8904,-6.79,8.03,-0.11,31.09
3441,0.2195,-0.0403,0.8959,-6.87,7.98,-0.08,31.1
3451,0.2174,-0.04,0.8873,-6.82,8.02,-0.12,31.1
3461,0.2163,-0.0413,0.8896,-6.7,7.94,-0.08,31.1
3471,0.2158,-0.0393,0.8875,-6.72,7.94,-0.11,31.13
3481,0.2235,-0.0365,0.8872,-6.72,7.94,-0.06,31.09
3491,0.219,-0.0326,0.8831,-6.79,7.97,-0.11,31.09
3501,0.2136,-0.0291,0.8828,-6.84,8.0,-0.06,31.12
3511,0.2145,-0.0269,0.8842,-6.78,7.86,-0.06,31.09
3521,0.2147,-0.0267,0.8911,-6.67,7.97,0.06,31.11
3531,0.2156,-0.0267,0.8878,-6.76,7.92,0.0,31.11
3541,0.2159,-0.028,0.8901,-6.76,7.79,-0.02,31.11
3551,0.2205,-0.0283,0.9019,-6.89,7.86,-0.05,31.09
3561,0.2184,-0.0363,0.8971,-6.98,7.8,0.35,31.1
3571,0.2124,-0.04,0.8929,-6.82,8.11,0.06,31.13
3581,0.2144,-0.0452,0.8845,-6.87,8.05,-0.03,31.11
3591,0.213,-0.0433,0.882,-6.85,8.03,-0.09,31.1
3601,0.2188,-0.0354,0.8787,-6.76,8.03,-0.06,31.11
3611,0.213,-0.0356,0.8834,-6.87,7.95,-0.08,31.11
3621,0.2146,-0.0331,0.8868,-6.87,7.77,-0.08,31.11
3631,0.2195,-0.0261,0.891,-6.79,7.94,-0.09,31.14
3641,0.2207,-0.0315,0.89,-6.85,8.12,0.0,31.12
3651,0.2212,-0.0345,0.8895,-6.79,8.03,-0.08,31.1
3661,0.2236,-0.0316,0.8892,-6.85,7.98,-0.05,31.11
3671,0.2194,-0.0365,0.8937,-6.84,8.12,-0.06,31.13
3681,0.2197,-0.0403,0.8855,-6.96,8.02,-0.08,31.11
3691,0.2123,-0.0414,0.8868,-6.87,7.94,-0.06,31.11
3701,0.2164,-0.0385,0.8899,-6.76,7.94,-0.03,31.14
3711,0.2137,-0.0363,0.8859,-6.78,8.06,-0.05,31.11
3721,0.2128,-0.0381,0.8846,-6.66,8.0,-0.15,31.11
3731,0.218,-0.0354,0.8899,-6.84,7.98,-0.05,31.14
3741,0.2185,-0.0334,0.8907,-6.81,8.09,0.02,31.12
3751,0.2205,-0.0354,0.8917,-6.9,8.12,0.0,31.13
3761,0.2195,-0.033,0.8879,-6.81,7.97,-0.08,31.11
3771,0.2209,-0.0336,0.89,-6.81,8.0,-0.02,31.13
3781,0.2174,-0.0289,0.8938,-6.84,8.06,-0.03,31.15
3791,0.218,-0.0303,0.8871,-6.84,8.0,0.0,31.12
3801,0.2161,-0.0321,0.8878,-6.75,7.98,-0.08,31.11
3811,0.2159,-0.0367,0.8878,-6.79,7.98,-0.02,31.12
3821,0.2136,-0.0396,0.8895,-6.84,8.02,0.08,31.1
3831,0.217,-0.0389,0.8857,-6.75,7.98,-0.03,31.12
3841,0.2185,-0.0378,0.8855,-6.85,7.92,-0.08,31.12
3851,0.2203,-0.0345,0.8895,-6.84,8.02,0.0,31.14
3861,0.2201,-0.0344,0.8918,-6.78,7.97,-0.02,31.11
3871,0.22,-0.0345,0.8875,-6.81,7.97,-0.09,31.13
3881,0.2169,-0.0345,0.892,-6.84,8.02,0.02,31.14
3891,0.2186,-0.0349,0.8856,-6.9,8.02,0.05,31.14
3901,0.2166,-0.0321,0.8829,-6.84,7.94,-0.02,31.12
3911,0.2157,-0.0314,0.8846,-6.76,7.95,-0.02,31.15
3921,0.214,-0.0337,0.8888,-6.85,7.98,-0.03,31.14
3931,0.2153,-0.0369,0.8915,-6.82,7.94,-0.06,31.12
3941,0.2135,-0.0398,0.8912,-6.76,7.86,-0.09,31.12
3951,0.2164,-0.0348,0.8923,-6.87,7.86,-0.02,31.12
3961,0.2188,-0.0332,0.8915,-6.95,7.94,-0.09,31.13
3971,0.2155,-0.0327,0.8901,-6.84,7.92,-0.03,31.12
3981,0.2162,-0.0314,0.8856,-6.81,7.86,0.0,31.14
3991,0.2208,-0.0358,0.8888,-6.76,7.89,-0.08,31.12
4001,0.2186,-0.0369,0.8867,-6.87,7.91,-0.02,31.12
4011,0.2196,-0.0352,0.8922,-6.81,7.98,-0.03,31.14
4021,0.2207,-0.0347,0.8873,-6.75,7.94,-0.06,31.13
4031,0.2207,-0.0369,0.8898,-6.85,8.03,0.05,31.13
