t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
2356,0.0745,-0.2745,0.851,-5.83,7.86,-0.06,19.13
2366,0.0791,-0.2732,0.8566,-5.59,8.21,0.03,19.12
2377,0.0759,-0.2671,0.8584,-5.8,9.05,0.18,19.13
2387,0.0706,-0.2728,0.8612,-5.88,8.9,0.15,19.15
2397,0.0687,-0.2706,0.8647,-6.03,8.41,0.0,19.15
2407,0.0719,-0.2756,0.8665,-6.18,7.95,-0.08,19.14
2417,0.0734,-0.275,0.8599,-6.14,7.57,-0.2,19.12
2427,0.074,-0.2736,0.8556,-6.2,7.08,-0.24,19.14
2437,0.0779,-0.2733,0.8488,-6.05,7.05,-0.15,19.15
2447,0.0819,-0.2704,0.8547,-6.05,7.8,0.05,19.14
2457,0.0773,-0.2694,0.8527,-6.2,8.72,0.21,19.13
2467,0.0741,-0.2729,0.8556,-5.91,8.93,0.38,19.12
2477,0.0708,-0.2739,0.8625,-5.36,8.34,0.26,19.14
2487,0.0692,-0.272,0.8634,-5.62,7.8,0.05,19.13
2497,0.0728,-0.2698,0.8638,-6.12,7.65,0.0,19.14
2507,0.0741,-0.2728,0.8611,-6.64,7.28,-0.2,19.14
2517,0.075,-0.277,0.8602,-6.56,7.42,-0.32,19.14
2527,0.0779,-0.277,0.8481,-6.6,7.51,-0.32,19.14
2537,0.0779,-0.2809,0.8467,-6.2,7.66,-0.17,19.14
2547,0.0778,-0.2841,0.8436,-5.71,8.15,0.03,19.18
2557,0.0764,-0.276,0.8546,-5.51,8.18,0.14,19.17
2567,0.0668,-0.2761,0.8589,-5.15,8.08,0.15,19.17
2577,0.0695,-0.2738,0.8661,-5.45,7.69,0.05,19.16
2587,0.0758,-0.2751,0.8684,-6.23,8.29,0.08,19.15
2597,0.0699,-0.2733,0.8616,-6.87,8.31,0.06,19.17
2607,0.0698,-0.2805,0.8628,-6.41,7.1,-0.05,19.15
2617,0.0718,-0.269,0.8503,-5.4,6.46,-0.17,19.18
2627,0.0804,-0.266,0.859,-5.05,5.82,-0.11,19.16
2637,0.0834,-0.2648,0.8583,-5.22,7.05,-0.09,19.16
2647,0.0845,-0.264,0.8575,-6.02,8.24,0.05,19.15
2657,0.0762,-0.2643,0.856,-6.38,9.4,0.12,19.17
2667,0.0673,-0.2753,0.8517,-6.73,9.44,0.14,19.14
2677,0.069,-0.2739,0.8634,-6.43,9.24,0.12,19.18
2687,0.067,-0.2726,0.8645,-6.09,8.26,0.05,19.17
