t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
3271,0,0,0,-1000,-1000,-1000,65535,0,0,0,0
4271,0,0,0,-1000,-1000,-1000,4221,252,0,0,1
5271,0,0,0,-1000,-1000,-1000,8758,252,0,0,1
6271,0,0,0,-1000,-1000,-1000,11672,252,0,0,1
7271,3763,3782,3777,37,37,37,14017,252,1,1,1
8271,3764,3782,3777,37,37,37,15852,252,1,1,1
9271,3763,3782,3777,37,37,37,16976,252,1,1,1
10271,3764,3782,3777,37,37,37,18513,252,1,1,1
11271,3763,3782,3777,37,37,37,19238,252,1,1,1
12271,3763,3782,3777,37,37,37,24707,253,1,1,1
13271,3763,3782,3777,37,37,37,24707,253,1,1,1
14271,3763,3782,3777,37,37,37,24707,253,1,1,1
15271,3763,3782,3777,37,37,37,24707,253,1,1,1
16271,3763,3782,3777,37,37,37,24707,253,1,1,1
17271,3764,3783,3777,37,37,37,24707,253,1,1,1
18271,3764,3782,3777,37,37,37,24707,253,1,1,1
19271,3764,3782,3777,37,37,37,24707,253,1,1,1
20271,3764,3782,3777,37,37,37,24707,253,1,1,1
21271,3764,3782,3777,37,37,37,24707,253,1,1,1
22271,3763,3782,3777,37,37,37,24707,253,1,1,1
23271,3763,3782,3777,37,37,37,24707,253,1,1,1
24271,3763,3782,3777,37,37,37,24707,253,1,1,1
25271,3763,3782,3777,37,37,37,24707,253,1,1,1
26271,3763,3782,3777,37,37,37,24707,253,1,1,1
27271,3764,3782,3777,37,37,37,24707,253,1,1,1
28271,3764,3783,3777,37,37,37,24707,253,1,1,1
29271,3764,3783,3778,37,37,37,24707,253,1,1,1
30271,3764,3783,3778,37,37,37,24707,253,1,1,1
31271,3764,3783,3778,37,37,37,24707,253,1,1,1
32271,3764,3783,3778,37,37,37,24707,253,1,1,1
33271,3764,3783,3778,37,37,37,24707,253,1,1,1
34271,3764,3783,3778,37,37,37,24707,253,1,1,1
35271,3764,3783,3778,37,37,37,24707,253,1,1,1
36271,3764,3783,3778,37,37,37,24707,253,1,1,1
37271,3764,3783,3778,37,37,37,24707,253,1,1,1
38271,3764,3782,3778,37,37,37,24707,253,1,1,1
39271,3764,3783,3778,37,37,37,24707,253,1,1,1
40271,3764,3783,3778,37,37,37,24707,253,1,1,1
41271,3764,3783,3778,37,37,37,24707,253,1,1,1
42271,3764,3783,3778,37,37,37,24707,253,1,1,1
43271,3764,3783,3778,37,37,37,24707,253,1,1,1
44271,3764,3783,3778,37,37,37,24707,253,1,1,1
45271,3764,3783,3778,37,37,37,24707,253,1,1,1
46271,3764,3783,3778,37,37,37,24707,253,1,1,1
47271,3764,3783,3778,37,37,37,24707,253,1,1,1
48271,3764,3783,3778,37,37,37,24707,253,1,1,1
49271,3764,3783,3778,37,37,37,24707,253,1,1,1
50271,3764,3783,3778,37,37,37,24707,253,1,1,1
51271,3764,3783,3778,37,37,37,24707,253,1,1,1
52271,3764,3783,3778,37,37,37,24707,253,1,1,1
53271,3764,3783,3778,37,37,37,24707,253,1,1,1
54271,3764,3783,3778,37,37,37,24707,253,1,1,1
55271,3764,3783,3778,37,37,37,28655,253,1,1,1
56271,3764,3783,3778,37,37,37,28655,253,1,1,1
57271,3764,3783,3778,36,37,37,28655,253,1,1,1
58271,3764,3783,3778,36,37,37,28655,253,1,1,1
59271,3764,3783,3778,36,37,37,28655,253,1,1,1
60271,3764,3783,3778,36,37,37,28655,253,1,1,1
61271,3764,3783,3778,36,37,37,28655,253,1,1,1
62271,3764,3783,3778,36,37,37,28655,253,1,1,1
63271,3764,3783,3778,36,37,37,28655,253,1,1,1
64271,3764,3783,3778,36,37,37,28655,253,1,1,1
65271,3764,3783,3778,36,37,37,28655,253,1,1,1
66272,3764,3783,3778,36,37,37,32604,253,1,1,1
67272,3764,3783,3778,36,37,37,32604,253,1,1,1
68272,3764,3783,3778,36,37,37,32604,253,1,1,1
69272,3764,3783,3778,36,37,37,32604,253,1,1,1
70272,3764,3783,3778,36,37,37,32604,253,1,1,1
71272,3764,3783,3778,36,37,37,32604,253,1,1,1
72272,3764,3783,3778,36,37,37,32604,253,1,1,1
73272,3764,3783,3778,36,37,37,32604,253,1,1,1
74272,3764,3783,3778,36,37,37,32604,253,1,1,1
75272,3764,3783,3778,36,37,37,32604,253,1,1,1
76272,3764,3783,3778,36,37,37,32604,253,1,1,1
77272,3764,3783,3778,36,37,37,36552,253,1,1,1
78272,3764,3783,3778,36,37,37,36552,253,1,1,1
79272,3764,3783,3778,36,37,37,36552,253,1,1,1
80272,3764,3783,3778,36,37,37,36552,253,1,1,1
81272,3764,3783,3778,36,37,37,36552,253,1,1,1
82272,3764,3783,3778,36,37,37,36552,253,1,1,1
83272,3764,3783,3778,36,37,37,36552,253,1,1,1
84272,3764,3783,3778,36,37,37,36552,253,1,1,1
85272,3764,3783,3778,36,37,37,36552,253,1,1,1
86272,3764,3783,3778,36,37,37,36552,253,1,1,1
87272,3764,3783,3778,36,37,37,36552,253,1,1,1
88272,3764,3783,3778,36,37,37,40500,253,1,1,1
89272,3764,3783,3778,36,37,37,40500,253,1,1,1
90272,3764,3783,3778,36,37,37,40500,253,1,1,1
91272,3764,3783,3778,36,37,37,40500,253,1,1,1
92272,3764,3783,3778,36,37,37,40500,253,1,1,1
93272,3764,3783,3778,36,37,37,40500,253,1,1,1
94272,3764,3783,3778,36,37,37,40500,253,1,1,1
95272,3764,3783,3778,36,37,37,40500,253,1,1,1
96272,3764,3783,3778,36,37,37,40500,253,1,1,1
97272,3764,3783,3778,36,37,37,40500,253,1,1,1
98272,3764,3783,3778,36,37,37,40500,253,1,1,1
99272,3764,3783,3778,36,37,37,40500,253,1,1,1
100272,3764,3783,3778,36,37,37,40500,253,1,1,1
101272,3764,3783,3778,36,37,37,40500,253,1,1,1
102272,3764,3783,3778,36,37,37,40500,253,1,1,1
103272,3764,3783,3778,36,37,37,40500,253,1,1,1
104272,3764,3783,3778,36,37,37,40500,253,1,1,1
105272,3764,3783,3778,36,37,37,40500,253,1,1,1
106272,3764,3783,3778,36,37,37,40500,253,1,1,1
107272,3764,3783,3778,36,37,37,40500,253,1,1,1
108272,3764,3783,3778,36,37,37,40500,253,1,1,1
109272,3765,3783,3778,36,37,37,40500,254,1,1,1
110272,3764,3783,3778,36,37,37,40500,254,1,1,1
111272,3764,3783,3778,36,37,37,40500,254,1,1,1
112272,3764,3783,3778,36,37,37,40500,254,1,1,1
113272,3764,3783,3778,36,37,37,40500,254,1,1,1
114272,3764,3783,3778,36,37,37,40500,254,1,1,1
115272,3764,3783,3778,36,37,37,40500,254,1,1,1
116272,3764,3783,3778,36,37,37,40500,254,1,1,1
117272,3764,3783,3778,36,37,37,40500,254,1,1,1
118272,3764,3783,3778,36,37,37,40500,254,1,1,1
119272,3764,3783,3778,36,37,37,40500,254,1,1,1
120272,3764,3783,3778,36,37,37,40500,254,1,1,1
121272,3764,3783,3778,36,37,37,40500,254,1,1,1
122272,3764,3783,3778,36,37,37,40500,254,1,1,1
123272,3764,3783,3778,36,37,37,40500,254,1,1,1
124272,3764,3783,3778,36,37,37,40500,254,1,1,1
125272,3764,3783,3778,36,37,37,40500,254,1,1,1
126272,3764,3783,3778,36,37,37,40500,254,1,1,1
127272,3764,3783,3778,36,37,37,40500,254,1,1,1
128272,3764,3783,3778,36,37,37,40500,254,1,1,1
129272,3765,3783,3778,36,37,37,40500,254,1,1,1
130272,3764,3783,3778,36,37,37,40500,254,1,1,1
131272,3764,3783,3778,36,37,37,40500,254,1,1,1
132272,3765,3783,3778,36,37,37,40500,254,1,1,1
133272,3765,3783,3778,36,37,37,40500,254,1,1,1
134272,3765,3783,3778,36,37,37,40500,254,1,1,1
135272,3765,3783,3778,36,37,37,40500,254,1,1,1
136272,3765,3783,3778,36,37,37,40500,254,1,1,1
137272,3765,3783,3778,36,37,37,40500,254,1,1,1
138272,3765,3783,3778,36,37,37,40500,254,1,1,1
139272,3765,3783,3778,36,37,37,40500,254,1,1,1
140272,3765,3783,3778,36,37,37,40500,254,1,1,1
141272,3765,3783,3778,36,37,37,40500,254,1,1,1
142272,3765,3784,3778,36,37,37,40500,254,1,1,1
143272,3765,3784,3778,36,37,37,40500,254,1,1,1
144272,3765,3784,3778,36,37,37,40500,254,1,1,1
145272,3765,3784,3778,36,37,37,40500,254,1,1,1
146272,3765,3784,3778,36,37,37,40500,254,1,1,1
147272,3765,3784,3778,36,37,37,40500,254,1,1,1
148272,3765,3783,3778,36,37,37,40500,254,1,1,1
149272,3765,3783,3778,36,37,37,40500,254,1,1,1
150272,3765,3783,3778,36,37,37,40500,254,1,1,1
151272,3765,3783,3778,36,37,37,40500,254,1,1,1
152272,3765,3784,3778,36,37,37,40500,254,1,1,1
153272,3765,3784,3778,36,37,37,40500,254,1,1,1
154272,3765,3784,3778,36,37,37,40500,254,1,1,1
155272,3765,3784,3778,36,37,37,40500,254,1,1,1
156272,3765,3784,3778,36,37,37,40500,254,1,1,1
157272,3765,3783,3778,36,37,37,40500,254,1,1,1
158272,3765,3783,3778,36,37,37,40500,254,1,1,1
159272,3765,3784,3778,36,37,37,40500,254,1,1,1
160272,3765,3784,3778,36,37,37,40500,254,1,1,1
161272,3765,3783,3778,36,37,37,40500,254,1,1,1
162272,3765,3784,3778,36,37,37,40500,254,1,1,1
163272,3765,3784,3778,36,37,37,40500,254,1,1,1
164272,3765,3784,3778,36,37,37,40500,254,1,1,1
165272,3765,3784,3778,36,37,37,40500,254,1,1,1
166272,3765,3784,3778,36,37,37,40500,254,1,1,1
167272,3765,3784,3778,36,37,37,40500,254,1,1,1
168272,3765,3783,3778,36,37,37,40500,254,1,1,1
169272,3765,3783,3778,36,37,37,40500,254,1,1,1
170272,3765,3783,3778,36,37,37,40500,254,1,1,1
171272,3765,3784,3778,36,37,37,40500,254,1,1,1
172272,3765,3784,3778,36,37,37,40500,254,1,1,1
173272,3765,3784,3778,36,37,37,40500,254,1,1,1
174272,3765,3784,3778,36,37,37,40500,254,1,1,1
175272,3765,3784,3778,36,37,37,40500,254,1,1,1
176272,3765,3784,3778,36,37,37,40500,254,1,1,1
177272,3765,3784,3778,36,37,37,40500,254,1,1,1
178272,3765,3784,3778,36,37,37,40500,254,1,1,1
179272,3765,3784,3778,36,37,37,40500,254,1,1,1
180272,3765,3783,3778,36,37,37,40500,254,1,1,1
181272,3765,3784,3778,36,37,37,40500,254,1,1,1
182272,3765,3784,3779,36,37,37,40500,254,1,1,1
183272,3765,3784,3779,36,37,37,40500,254,1,1,1
184272,3765,3784,3779,36,37,37,40500,254,1,1,1
185272,3765,3784,3779,36,37,37,40500,254,1,1,1
186272,3765,3784,3779,36,37,37,40500,254,1,1,1
187272,3765,3784,3779,36,37,37,40500,254,1,1,1
188272,3765,3784,3779,36,37,37,40500,254,1,1,1
189272,3765,3784,3779,36,37,37,40500,254,1,1,1
190272,3765,3784,3779,36,37,37,40500,254,1,1,1
191272,3765,3784,3779,36,37,37,40500,254,1,1,1
192272,3765,3784,3779,36,37,37,40500,254,1,1,1
193272,3765,3784,3779,36,37,37,40500,254,1,1,1
194272,3765,3784,3779,36,37,37,40500,254,1,1,1
195272,3765,3784,3779,36,37,37,40500,254,1,1,1
196272,3765,3784,3779,36,37,37,40500,254,1,1,1
197272,3765,3784,3779,36,37,37,40500,254,1,1,1
198272,3765,3784,3779,36,37,37,40500,254,1,1,1
199272,3765,3784,3779,36,37,37,40500,254,1,1,1
200272,3765,3784,3779,36,37,37,40500,254,1,1,1
201272,3765,3784,3779,36,37,37,40500,254,1,1,1
202272,3765,3784,3779,36,37,37,40500,254,1,1,1
203272,3765,3784,3779,36,37,37,40500,254,1,1,1
204272,3765,3784,3779,36,37,37,40500,254,1,1,1
205272,3765,3784,3779,36,37,37,40500,254,1,1,1
206272,3765,3784,3779,36,37,37,40500,254,1,1,1
207272,3765,3784,3779,36,37,37,40500,254,1,1,1
208272,3765,3784,3779,36,37,37,40500,254,1,1,1
209272,3765,3784,3779,36,37,37,40500,254,1,1,1
210272,3765,3784,3779,36,37,37,40500,254,1,1,1
211272,3765,3784,3779,36,37,37,40500,254,1,1,1
212272,3765,3784,3779,36,37,37,40500,254,1,1,1
213272,3765,3784,3779,36,37,37,40500,254,1,1,1
214272,3765,3784,3779,36,37,37,40500,254,1,1,1
215273,3765,3784,3779,36,37,37,40500,254,1,1,1
216273,3765,3784,3779,36,37,37,40500,254,1,1,1
217273,3765,3784,3779,36,37,37,40500,254,1,1,1
218273,3765,3784,3779,36,37,37,40500,254,1,1,1
219273,3765,3784,3779,36,37,37,40500,254,1,1,1
220273,3765,3784,3779,36,37,37,40500,254,1,1,1
221273,3765,3784,3779,36,37,37,40500,254,1,1,1
222273,3765,3784,3779,36,37,37,40500,254,1,1,1
223273,3765,3784,3779,36,37,37,40500,254,1,1,1
224273,3765,3784,3779,36,37,37,40500,254,1,1,1
225273,3765,3784,3779,36,37,37,40500,254,1,1,1
226273,3765,3784,3779,36,37,37,40500,254,1,1,1
227273,3765,3784,3779,36,37,37,40500,254,1,1,1
228273,3765,3784,3779,36,37,37,40500,254,1,1,1
229273,3765,3784,3779,36,37,37,40500,254,1,1,1
230273,3765,3784,3779,36,37,37,40500,254,1,1,1
231273,3765,3784,3779,36,37,37,40500,254,1,1,1
232273,3765,3784,3779,36,37,37,40500,254,1,1,1
233273,3765,3784,3779,36,37,37,40500,254,1,1,1
234273,3765,3784,3779,36,37,37,40500,254,1,1,1
235273,3765,3784,3779,36,37,37,40500,254,1,1,1
236273,3765,3784,3779,36,37,37,40500,254,1,1,1
237273,3765,3784,3779,36,37,37,40500,254,1,1,1
238273,3765,3784,3779,36,37,37,40500,254,1,1,1
239273,3765,3784,3779,36,37,37,40500,254,1,1,1
240273,3765,3784,3779,36,37,37,40500,254,1,1,1
241273,3765,3784,3779,36,37,37,40500,254,1,1,1
242273,3765,3784,3779,36,37,37,40500,254,1,1,1
243273,3765,3784,3779,36,37,37,40500,254,1,1,1
244273,3765,3784,3779,36,37,37,40500,254,1,1,1
245273,3765,3784,3779,36,37,37,40500,254,1,1,1
246273,3765,3784,3779,36,37,37,40500,254,1,1,1
247273,3765,3784,3779,36,37,37,40500,254,1,1,1
248273,3765,3784,3779,36,37,37,40500,254,1,1,1
249273,3765,3784,3779,36,37,37,40500,254,1,1,1
250273,3765,3784,3779,36,37,37,40500,254,1,1,1
251273,3765,3784,3779,36,37,37,40500,254,1,1,1
252273,3765,3784,3779,36,37,37,40500,254,1,1,1
253273,3765,3784,3779,36,37,37,40500,254,1,1,1
254273,3765,3784,3779,36,37,37,40500,254,1,1,1
255273,3765,3784,3779,36,37,37,40500,254,1,1,1
256273,3765,3784,3779,36,37,37,40500,254,1,1,1
257273,3765,3784,3779,36,37,37,40500,254,1,1,1
258273,3765,3784,3779,36,37,37,40500,254,1,1,1
259273,3765,3784,3779,36,37,37,40500,254,1,1,1
260273,3765,3784,3779,36,37,37,40500,254,1,1,1
261273,3765,3784,3779,36,37,37,40500,254,1,1,1
