t_ms,apps1_pct,apps2_pct,pedal_pct,desired_torque_nm,power_kw,speed_mph,glv_voltage_v,inverter_temp_c,motor_temp_c,soc_pct,battery_temp_c,bms_flags_hex,bms_fault_code,imd_warn_alarms_hex,pm100_post_faults_hex,pm100_run_faults_hex,fan_duty_pct,rtd_state
3272,4.9,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0x00,0,0x0000,0x00000000,0x00000000,20,FAULT_BLOCKED
3372,4.9,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0x00,0,0x0200,0x00000000,0x00000000,20,FAULT_BLOCKED
3472,5.0,4.9,0.0,0.0,0.0,0,12.21,41.4,49.8,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
3572,5.0,4.9,0.0,0.0,0.0,0,11.73,41.8,49.8,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
3672,5.0,4.9,0.0,0.0,0.0,0,11.8,41.8,49.6,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
3772,5.0,5.0,0.0,0.0,0.0,0,11.9,42.1,49.6,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
3872,5.0,5.0,0.0,0.0,0.0,0,11.88,42.1,49.6,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
3972,4.9,5.0,0.0,0.0,0.0,0,11.94,42.1,49.7,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4072,5.0,5.0,0.0,0.0,0.0,0,11.96,42.1,49.7,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4172,4.9,5.0,0.0,0.0,0.0,0,11.92,42.1,49.6,0,0,0x00,0,0x0200,0x00000000,0x00000000,100,FAULT_BLOCKED
4272,4.9,5.0,0.0,0.0,0.0,0,11.98,42.2,49.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
4372,5.0,5.0,0.0,0.0,0.0,0,11.98,42.2,49.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
4472,4.9,5.0,0.0,0.0,0.0,0,11.99,42.2,49.8,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
4572,4.9,5.0,0.0,0.0,0.0,0,11.85,42.2,49.8,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
4672,4.9,5.0,0.0,0.0,0.0,0,11.93,42.1,49.8,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
4772,4.9,5.0,0.0,0.0,0.0,0,12.34,42.1,49.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
4872,5.0,5.0,0.0,0.0,0.0,0,11.91,42.1,49.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
4972,5.0,5.0,0.0,0.0,0.0,0,11.96,42.1,49.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5072,5.0,5.0,0.0,0.0,0.0,0,12.16,42.1,49.8,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5172,5.0,5.0,0.0,0.0,0.0,0,12.16,42.1,49.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5272,5.0,5.0,0.0,0.0,0.0,0,11.98,42.2,49.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5372,5.0,5.0,0.0,0.0,0.0,0,11.9,42.2,49.7,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5472,5.0,5.0,0.0,0.0,0.0,0,12.06,42.2,49.7,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5572,5.0,5.0,0.0,0.0,0.0,0,12.06,42.1,49.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5672,5.0,5.0,0.0,0.0,0.0,0,12.16,42.1,49.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5772,4.9,5.0,0.0,0.0,0.0,0,12.12,42.1,49.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5872,5.0,5.0,0.0,0.0,0.0,0,11.93,42.1,49.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
5972,5.0,5.0,0.0,0.0,0.0,0,11.97,42.1,49.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6072,5.0,5.0,0.0,0.0,0.0,0,12.21,42.1,49.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6172,5.0,5.0,0.0,0.0,0.0,0,11.96,42.1,49.6,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
6272,5.0,5.1,0.0,0.0,0.0,0,11.97,42.2,49.4,0,0,0x00,0,0x0000,0x00000000,0x00000000,100,FAULT_BLOCKED
